Image_ID,Date,Formation_name,Age,SAMPLE_ID,Shell_ID,Colony_ID,Genus,Species
MHR.12545,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,1,1,Microporella,aff. discors 
MHR.12546,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,1,1,Microporella,aff. discors 
MHR.12547,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,1,1,Microporella,aff. discors 
MHR.12548,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,1,1,Microporella,aff. discors 
MHR.12559,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,5,3,Microporella,aff. discors 
MHR.12560,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,5,3,Microporella,aff. discors 
MHR.12561,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,5,3,Microporella,aff. discors 
MHR.12562,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,5,3,Microporella,aff. discors 
MHR.12569,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,7,1,Microporella,aff. discors 
MHR.12570,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,7,1,Microporella,aff. discors 
MHR.12571,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,16,1,Microporella,aff. discors 
MHR.12572,06/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,16,1,Microporella,aff. discors 
MHR.12581,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,19,2,Microporella,aff. discors 
MHR.12582,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,19,2,Microporella,aff. discors 
MHR.12583,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,20,1,Microporella,aff. discors 
MHR.12584,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,20,1,Microporella,aff. discors 
MHR.12585,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,20,1,Microporella,aff. discors 
MHR.12586,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,20,1,Microporella,aff. discors 
MHR.12587,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,24,1,Microporella,aff. discors 
MHR.12588,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,24,1,Microporella,aff. discors 
MHR.12589,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,24,1,Microporella,aff. discors 
MHR.12590,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,24,1,Microporella,aff. discors 
MHR.12591,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,27,5,Microporella,aff. discors 
MHR.12592,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,27,5,Microporella,aff. discors 
MHR.12597,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,31,1,Microporella,aff. discors 
MHR.12598,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,31,1,Microporella,aff. discors 
MHR.12599,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,31,1,Microporella,aff. discors 
MHR.12600,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,31,1,Microporella,aff. discors 
MHR.12601,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,32,1,Microporella,aff. discors 
MHR.12602,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,32,1,Microporella,aff. discors 
MHR.12603,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,32,1,Microporella,aff. discors 
MHR.12604,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,32,1,Microporella,aff. discors 
MHR.12611,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,34,1,Microporella,aff. discors 
MHR.12612,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,34,1,Microporella,aff. discors 
MHR.12613,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,34,1,Microporella,aff. discors 
MHR.12614,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,34,1,Microporella,aff. discors 
MHR.12615,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,34,1,Microporella,aff. discors 
MHR.12616,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,34,1,Microporella,aff. discors 
MHR.12619,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,36,1,Microporella,aff. discors 
MHR.12620,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,36,1,Microporella,aff. discors 
MHR.12629,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,39,1,Microporella,aff. discors 
MHR.12630,07/09/2022,Whanganui Core,Pleistocene,W74 Bag 2,39,1,Microporella,aff. discors 
MHR.12635,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,8,1,Microporella,aff. discors 
MHR.12636,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,8,1,Microporella,aff. discors 
MHR.12637,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,10,1,Microporella,aff. discors 
MHR.12638,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,10,1,Microporella,aff. discors 
MHR.12639,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,10,1,Microporella,aff. discors 
MHR.12640,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,10,1,Microporella,aff. discors 
MHR.12641,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,10,3,Microporella,aff. discors 
MHR.12642,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,10,3,Microporella,aff. discors 
MHR.12665,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,15,1,Microporella,aff. discors 
MHR.12666,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,15,1,Microporella,aff. discors 
MHR.12667,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,15,3,Microporella,aff. discors 
MHR.12668,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,15,3,Microporella,aff. discors 
MHR.12669,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,17,1,Microporella,aff. discors 
MHR.12670,13/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,17,1,Microporella,aff. discors 
MHR.12685,14/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,30,1,Microporella,aff. discors 
MHR.12686,14/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,30,1,Microporella,aff. discors 
MHR.12687,14/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,30,1,Microporella,aff. discors 
MHR.12688,14/09/2022,Whanganui Core,Pleistocene,W74 Bag 3,30,1,Microporella,aff. discors 
MHR.12713,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,1,Microporella,aff. discors 
MHR.12714,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,1,Microporella,aff. discors 
MHR.12715,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,1,Microporella,aff. discors 
MHR.12716,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,1,Microporella,aff. discors 
MHR.12717,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,1,Microporella,aff. discors 
MHR.12718,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,1,Microporella,aff. discors 
MHR.12719,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,2,Microporella,aff. discors 
MHR.12720,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,2,Microporella,aff. discors 
MHR.12721,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,2,Microporella,aff. discors 
MHR.12722,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,2,Microporella,aff. discors 
MHR.12723,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,13,Microporella,aff. discors 
MHR.12724,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,13,Microporella,aff. discors 
MHR.12725,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,13,Microporella,aff. discors 
MHR.12726,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,1,13,Microporella,aff. discors 
MHR.12727,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,2,1,Microporella,aff. discors 
MHR.12728,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,2,1,Microporella,aff. discors 
MHR.12729,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,2,1,Microporella,aff. discors 
MHR.12730,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,2,1,Microporella,aff. discors 
MHR.12731,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,2,1,Microporella,aff. discors 
MHR.12732,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,2,1,Microporella,aff. discors 
MHR.12733,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,2,6,Microporella,aff. discors 
MHR.12734,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,2,6,Microporella,aff. discors 
MHR.12735,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,3,1,Microporella,aff. discors 
MHR.12736,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,3,1,Microporella,aff. discors 
MHR.12737,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,4,1,Microporella,aff. discors 
MHR.12738,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,4,1,Microporella,aff. discors 
MHR.12739,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,5,1,Microporella,aff. discors 
MHR.12740,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,5,1,Microporella,aff. discors 
MHR.12741,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,5,1,Microporella,aff. discors 
MHR.12742,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,5,1,Microporella,aff. discors 
MHR.12743,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,5,1,Microporella,aff. discors 
MHR.12744,15/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,5,1,Microporella,aff. discors 
MHR.12773,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,28,1,Microporella,aff. discors 
MHR.12774,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,28,1,Microporella,aff. discors 
MHR.12775,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,28,1,Microporella,aff. discors 
MHR.12776,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,28,1,Microporella,aff. discors 
MHR.12783,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,29,1,Microporella,aff. discors 
MHR.12784,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,29,1,Microporella,aff. discors 
MHR.12785,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,29,1,Microporella,aff. discors 
MHR.12786,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,29,1,Microporella,aff. discors 
MHR.12787,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,29,1,Microporella,aff. discors 
MHR.12788,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,29,1,Microporella,aff. discors 
MHR.12789,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,29,2,Microporella,aff. discors 
MHR.12790,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,29,2,Microporella,aff. discors 
MHR.12791,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,31,1,Microporella,aff. discors 
MHR.12792,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,31,1,Microporella,aff. discors 
MHR.12803,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,37,9,Microporella,aff. discors 
MHR.12804,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,37,9,Microporella,aff. discors 
MHR.12805,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,37,9,Microporella,aff. discors 
MHR.12806,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,37,9,Microporella,aff. discors 
MHR.12807,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,37,9,Microporella,aff. discors 
MHR.12808,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,37,9,Microporella,aff. discors 
MHR.12809,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,38,1,Microporella,aff. discors 
MHR.12810,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,38,1,Microporella,aff. discors 
MHR.12811,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,38,1,Microporella,aff. discors 
MHR.12812,19/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,38,1,Microporella,aff. discors 
MHR.12825,20/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,47,1,Microporella,aff. discors 
MHR.12826,20/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,47,1,Microporella,aff. discors 
MHR.12827,20/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,47,1,Microporella,aff. discors 
MHR.12828,20/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,47,1,Microporella,aff. discors 
MHR.12833,20/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,50,1,Microporella,aff. discors 
MHR.12834,20/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,50,1,Microporella,aff. discors 
MHR.12835,20/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,50,1,Microporella,aff. discors 
MHR.12836,20/09/2022,Whanganui Core,Pleistocene,W74 Bag 1,50,1,Microporella,aff. discors 
edm8504,29.07.2020,Cook Strait,Recent,TQI1201.13,3,4,Microporella,aff. speculum
edm8505,29.07.2020,Cook Strait,Recent,TQI1201.13,3,4,Microporella,aff. speculum
edm8506,29.07.2020,Cook Strait,Recent,TQI1201.13,3,4,Microporella,aff. speculum
edm9287,08/07/2021,Nukumaru Brown Sand,Pleistocene,66,6,1,Microporella,aff. speculum
edm9288,08/07/2021,Nukumaru Brown Sand,Pleistocene,66,6,1,Microporella,aff. speculum
edm9289,08/07/2021,Nukumaru Brown Sand,Pleistocene,66,6,1,Microporella,aff. speculum
edm9290,08/07/2021,Nukumaru Brown Sand,Pleistocene,66,6,1,Microporella,aff. speculum
MHR.11637,20/04/2022,Tainui Shellbed,Pleistocene,9.110,27,16,Microporella,aff. speculum
MHR.11638,20/04/2022,Tainui Shellbed,Pleistocene,9.110,27,16,Microporella,aff. speculum
MHR.11639,20/04/2022,Tainui Shellbed,Pleistocene,9.110,27,16,Microporella,aff. speculum
MHR.11751,27/04/2022,Tainui Shellbed,Pleistocene,9.105,9,1,Microporella,aff. speculum
MHR.11752,27/04/2022,Tainui Shellbed,Pleistocene,9.105,9,1,Microporella,aff. speculum
MHR.11753,27/04/2022,Tainui Shellbed,Pleistocene,9.105,10,1,Microporella,aff. speculum
MHR.11754,27/04/2022,Tainui Shellbed,Pleistocene,9.105,10,1,Microporella,aff. speculum
MHR.11823,29/04/2022,Tainui Shellbed,Pleistocene,9.105,35,6,Microporella,aff. speculum
MHR.11824,29/04/2022,Tainui Shellbed,Pleistocene,9.105,35,6,Microporella,aff. speculum
MHR.11837,29/04/2022,Tainui Shellbed,Pleistocene,9.105,41,1,Microporella,aff. speculum
MHR.11838,29/04/2022,Tainui Shellbed,Pleistocene,9.105,41,1,Microporella,aff. speculum
MHR.11921,03/05/2022,Tainui Shellbed,Pleistocene,9.154,40,4,Microporella,aff. speculum
MHR.11922,03/05/2022,Tainui Shellbed,Pleistocene,9.154,40,4,Microporella,aff. speculum
MHR.12313,13/06/2022,Upper Westmere Shellbed,Pleistocene,371,2,1,Microporella,aff. speculum
MHR.12314,13/06/2022,Upper Westmere Shellbed,Pleistocene,371,2,1,Microporella,aff. speculum
MHR.12403,21/06/2022,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,365,7,1,Microporella,aff. speculum
MHR.12404,21/06/2022,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,365,7,1,Microporella,aff. speculum
MHR.12451,21/06/2022,Upper Castlecliff Shellbed,Pleistocene,9.5,2,37,Microporella,aff. speculum
MHR.12452,21/06/2022,Upper Castlecliff Shellbed,Pleistocene,9.5,2,37,Microporella,aff. speculum
MHR.4449,13/02/2020,Lower Castecliff Shellbed,Pleistocene,9.28,3,15,Microporella,aff. speculum
MHR.4450,13/02/2020,Lower Castecliff Shellbed,Pleistocene,9.28,3,15,Microporella,aff. speculum
MHR.4461,13/02/2020,Lower Castecliff Shellbed,Pleistocene,9.28,4,6,Microporella,aff. speculum
MHR.4536,17/02/2020,Lower Castecliff Shellbed,Pleistocene,9.28,23,11,Microporella,aff. speculum
MHR.4537,17/02/2020,Lower Castecliff Shellbed,Pleistocene,9.28,23,11,Microporella,aff. speculum
MHR.4538,17/02/2020,Lower Castecliff Shellbed,Pleistocene,9.28,23,11,Microporella,aff. speculum
MHR.4539,17/02/2020,Lower Castecliff Shellbed,Pleistocene,9.28,23,11,Microporella,aff. speculum
MHR.4568,18/02/2020,Lower Castecliff Shellbed,Pleistocene,9.29,28,2,Microporella,aff. speculum
MHR.4579,19/02/2020,Lower Castecliff Shellbed,Pleistocene,9.29,32,2,Microporella,aff. speculum
MHR.4580,19/02/2020,Lower Castecliff Shellbed,Pleistocene,9.29,32,2,Microporella,aff. speculum
MHR.4581,19/02/2020,Lower Castecliff Shellbed,Pleistocene,9.29,32,2,Microporella,aff. speculum
MHR.4737,22/04/2020,Lower Castecliff Shellbed,Pleistocene,9.29,8,16,Microporella,aff. speculum
MHR.4738,22/04/2020,Lower Castecliff Shellbed,Pleistocene,9.29,8,16,Microporella,aff. speculum
MHR.4739,22/04/2020,Lower Castecliff Shellbed,Pleistocene,9.29,8,18,Microporella,aff. speculum
MHR.5022,02/06/2020,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.33,11,24,Microporella,aff. speculum
MHR.5121,04/06/2020,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.33,31,16,Microporella,aff. speculum
MHR.5122,04/06/2020,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.33,31,16,Microporella,aff. speculum
MHR.5123,04/06/2020,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.33,31,16,Microporella,aff. speculum
MHR.5124,04/06/2020,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.33,31,16,Microporella,aff. speculum
MHR.5125,04/06/2020,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.33,31,16,Microporella,aff. speculum
MHR.5126,04/06/2020,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.33,31,16,Microporella,aff. speculum
MHR.5145,09/06/2020,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.33,32,5,Microporella,aff. speculum
MHR.5146,09/06/2020,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.33,32,6,Microporella,aff. speculum
MHR.5147,09/06/2020,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.33,32,6,Microporella,aff. speculum
MHR.5187,11/06/2020,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.33,30,13,Microporella,aff. speculum
MHR.7096,27/11/2020,Cook Strait,Recent,TQI1201.27,32,2,Microporella,aff. speculum
MHR.7850,17/02/2021,South Taranaki,Recent,KAH 1705.Box 7,4,3,Microporella,aff. speculum
MHR.9027,13/09/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.116,1,1,Microporella,aff. speculum
MHR.9028,13/09/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.116,1,1,Microporella,aff. speculum
MHR.9029,13/09/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.116,1,1,Microporella,aff. speculum
MHR.9030,13/09/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.116,1,1,Microporella,aff. speculum
MHR.9031,13/09/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.116,1,7,Microporella,aff. speculum
MHR.9032,13/09/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.116,1,7,Microporella,aff. speculum
MHR.9081,13/09/2021,Lower Castecliff Shellbed,Pleistocene,9.122,8,24,Microporella,aff. speculum
MHR.9082,13/09/2021,Lower Castecliff Shellbed,Pleistocene,9.122,8,24,Microporella,aff. speculum
MHR.9261,20/09/2021,Lower Castecliff Shellbed,Pleistocene,323,7,1,Microporella,aff. speculum
MHR.9262,20/09/2021,Lower Castecliff Shellbed,Pleistocene,323,7,1,Microporella,aff. speculum
MHR.9503,27/09/2021,Lower Castecliff Shellbed,Pleistocene,324,1,13,Microporella,aff. speculum
MHR.9504,27/09/2021,Lower Castecliff Shellbed,Pleistocene,324,1,13,Microporella,aff. speculum
MHR.9517,27/09/2021,Lower Castecliff Shellbed,Pleistocene,324,1,5,Microporella,aff. speculum
MHR.9535,27/09/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,364,4,10,Microporella,aff. speculum
MHR.9536,27/09/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,364,4,10,Microporella,aff. speculum
MHR.9659,11/10/2021,Lower Castecliff Shellbed,Pleistocene,323,8,2,Microporella,aff. speculum
MHR.9660,11/10/2021,Lower Castecliff Shellbed,Pleistocene,323,8,2,Microporella,aff. speculum
MHR.9695,12/10/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.5,3,7,Microporella,aff. speculum
MHR.9696,12/10/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.5,3,7,Microporella,aff. speculum
MHR.9697,12/10/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.5,3,17,Microporella,aff. speculum
MHR.9698,12/10/2021,Shakespeare Cliff Basal Sand Shellbed,Pleistocene,9.5,3,17,Microporella,aff. speculum
MHR.9757,15/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,1,1,Microporella,aff. speculum
MHR.9758,15/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,1,1,Microporella,aff. speculum
MHR.9759,15/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,1,1,Microporella,aff. speculum
MHR.9760,15/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,1,1,Microporella,aff. speculum
MHR.9761,15/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,1,1,Microporella,aff. speculum
MHR.9762,15/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,1,1,Microporella,aff. speculum
MHR.9803,18/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,70,2,Microporella,aff. speculum
MHR.9804,18/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,70,2,Microporella,aff. speculum
MHR.9805,18/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,57,4,Microporella,aff. speculum
MHR.9806,18/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,57,4,Microporella,aff. speculum
edm10035,07/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,91,1,Microporella,agonistes
edm10036,07/10/2021,Upper Kai-iwi Shellbed,Pleistocene,9.127,91,1,Microporella,agonistes
edm7694,15.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,15,2,Microporella,agonistes
edm7697,15.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,15,2,Microporella,agonistes
edm7700,15.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,10,2,Microporella,agonistes
edm7703,15.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,10,2,Microporella,agonistes
edm7706,15.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,4,6,Microporella,agonistes
edm7709,15.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,4,6,Microporella,agonistes
edm7710,16.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,12,6,Microporella,agonistes
edm7711,16.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,12,6,Microporella,agonistes
edm7712,16.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,12,6,Microporella,agonistes
edm7713,16.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,12,9,Microporella,agonistes
edm7714,16.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,12,15,Microporella,agonistes
edm7715,16.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,12,15,Microporella,agonistes
edm7716,16.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,12,25,Microporella,agonistes
edm7742,17.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,8,2,Microporella,agonistes
edm7743,17.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,8,2,Microporella,agonistes
edm7747,17.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,8,12,Microporella,agonistes
edm7748,17.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,8,12,Microporella,agonistes
edm7759,17.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,8,35,Microporella,agonistes
edm7760,17.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.38,8,35,Microporella,agonistes
edm7815,22.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.39,6,5,Microporella,agonistes
edm7819,22.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.39,1,3,Microporella,agonistes
edm7820,22.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.39,1,3,Microporella,agonistes
edm7821,22.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.39,1,5,Microporella,agonistes
edm7822,22.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.39,1,5,Microporella,agonistes
edm7823,22.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.39,21,1,Microporella,agonistes
edm7824,22.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.39,21,1,Microporella,agonistes
edm7854,23.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.4,19,2,Microporella,agonistes
edm7855,23.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.4,19,2,Microporella,agonistes
edm7856,23.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.4,19,2,Microporella,agonistes
edm7857,23.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.4,19,2,Microporella,agonistes
edm7858,23.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.4,19,1,Microporella,agonistes
edm7859,23.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.4,19,1,Microporella,agonistes
edm7860,23.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.4,19,1,Microporella,agonistes
edm7861,23.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.4,20,2,Microporella,agonistes
edm7862,23.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.4,20,2,Microporella,agonistes
edm7863,23.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.4,20,2,Microporella,agonistes
edm7864,23.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.4,20,2,Microporella,agonistes
edm7879,24.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.41,23,2,Microporella,agonistes
edm7880,24.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.41,23,2,Microporella,agonistes
edm7881,24.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.41,18,1,Microporella,agonistes
edm7882,24.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.41,18,1,Microporella,agonistes
edm7886,24.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.41,1,1,Microporella,agonistes
edm7887,24.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.41,1,1,Microporella,agonistes
edm7888,24.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.41,16,8,Microporella,agonistes
edm7889,24.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.41,16,8,Microporella,agonistes
edm7890,24.10.2019,Upper Kai-iwi Shellbed,Pleistocene,9.41,16,8,Microporella,agonistes
