Image_ID,Date,Formation_name,Age,SAMPLE_ID,Shell_ID,Colony_ID,Genus,Species
MHR.5427,04/08/2020,Lower Kai-iwi Shellbed,Pleistocene,62,3,3,Microporella,agonistes
MHR.5428,04/08/2020,Lower Kai-iwi Shellbed,Pleistocene,62,3,3,Microporella,agonistes
MHR.5429,04/08/2020,Lower Kai-iwi Shellbed,Pleistocene,62,3,3,Microporella,agonistes
MHR.5430,04/08/2020,Lower Kai-iwi Shellbed,Pleistocene,62,3,3,Microporella,agonistes
MHR.5438,05/08/2020,Upper Castlecliff Shellbed,Pleistocene,14,2,3,Microporella,agonistes
MHR.5439,05/08/2020,Upper Castlecliff Shellbed,Pleistocene,14,2,3,Microporella,agonistes
MHR.5440,05/08/2020,Upper Castlecliff Shellbed,Pleistocene,14,2,3,Microporella,agonistes
MHR.5441,05/08/2020,Upper Castlecliff Shellbed,Pleistocene,14,2,3,Microporella,agonistes
MHR.5442,05/08/2020,Upper Castlecliff Shellbed,Pleistocene,14,2,3,Microporella,agonistes
MHR.5443,05/08/2020,Upper Castlecliff Shellbed,Pleistocene,14,2,25,Microporella,agonistes
MHR.5444,05/08/2020,Upper Castlecliff Shellbed,Pleistocene,14,2,25,Microporella,agonistes
MHR.5477,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5478,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5479,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5480,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5481,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5482,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5483,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5484,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5485,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5486,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5487,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5488,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5489,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5490,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5491,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5492,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5493,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5494,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5495,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5496,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5497,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5498,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5499,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5500,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5501,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5502,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5503,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5504,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5505,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5506,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5507,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5508,05/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,4,Microporella,agonistes
MHR.5509,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,17,Microporella,agonistes
MHR.5510,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,17,Microporella,agonistes
MHR.5511,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,17,Microporella,agonistes
MHR.5512,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,17,Microporella,agonistes
MHR.5513,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,17,Microporella,agonistes
MHR.5514,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,17,Microporella,agonistes
MHR.5515,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,17,Microporella,agonistes
MHR.5516,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,17,Microporella,agonistes
MHR.5517,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,17,Microporella,agonistes
MHR.5518,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,17,Microporella,agonistes
MHR.5519,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,19,Microporella,agonistes
MHR.5520,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,19,Microporella,agonistes
MHR.5521,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,19,Microporella,agonistes
MHR.5522,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,19,Microporella,agonistes
MHR.5523,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,23,Microporella,agonistes
MHR.5524,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,23,Microporella,agonistes
MHR.5525,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,23,Microporella,agonistes
MHR.5526,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,23,Microporella,agonistes
MHR.5527,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,23,Microporella,agonistes
MHR.5528,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,23,Microporella,agonistes
MHR.5529,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,23,Microporella,agonistes
MHR.5530,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,23,Microporella,agonistes
MHR.5531,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,23,Microporella,agonistes
MHR.5532,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,23,Microporella,agonistes
MHR.5533,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,26,Microporella,agonistes
MHR.5534,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,26,Microporella,agonistes
MHR.5535,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,26,Microporella,agonistes
MHR.5536,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,26,Microporella,agonistes
MHR.5537,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,30,Microporella,agonistes
MHR.5538,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,30,Microporella,agonistes
MHR.5539,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,30,Microporella,agonistes
MHR.5540,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,30,Microporella,agonistes
MHR.5541,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,30,Microporella,agonistes
MHR.5542,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,30,Microporella,agonistes
MHR.5543,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,30,Microporella,agonistes
MHR.5544,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,30,Microporella,agonistes
MHR.5545,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,34,Microporella,agonistes
MHR.5546,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,34,Microporella,agonistes
MHR.5547,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,34,Microporella,agonistes
MHR.5548,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,34,Microporella,agonistes
MHR.5549,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,34,Microporella,agonistes
MHR.5550,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,34,Microporella,agonistes
MHR.5551,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,34,Microporella,agonistes
MHR.5552,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,34,Microporella,agonistes
MHR.5553,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,34,Microporella,agonistes
MHR.5554,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,34,Microporella,agonistes
MHR.5555,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,40,Microporella,agonistes
MHR.5556,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,40,Microporella,agonistes
MHR.5557,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,40,Microporella,agonistes
MHR.5558,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,40,Microporella,agonistes
MHR.5559,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,40,Microporella,agonistes
MHR.5560,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,40,Microporella,agonistes
MHR.5561,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,40,Microporella,agonistes
MHR.5562,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,40,Microporella,agonistes
MHR.5563,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,40,Microporella,agonistes
MHR.5564,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,40,Microporella,agonistes
MHR.5565,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,41,Microporella,agonistes
MHR.5566,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,41,Microporella,agonistes
MHR.5567,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,41,Microporella,agonistes
MHR.5568,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,41,Microporella,agonistes
MHR.5569,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,41,Microporella,agonistes
MHR.5570,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,41,Microporella,agonistes
MHR.5571,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,14,Microporella,agonistes
MHR.5572,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,14,Microporella,agonistes
MHR.5573,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,14,Microporella,agonistes
MHR.5574,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,14,Microporella,agonistes
MHR.5575,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,14,Microporella,agonistes
MHR.5576,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,14,Microporella,agonistes
MHR.5577,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,22,Microporella,agonistes
MHR.5578,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,22,Microporella,agonistes
MHR.5579,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,22,Microporella,agonistes
MHR.5580,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,22,Microporella,agonistes
MHR.5581,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,22,Microporella,agonistes
MHR.5582,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,22,Microporella,agonistes
MHR.5583,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,22,Microporella,agonistes
MHR.5584,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,22,Microporella,agonistes
MHR.5586,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,22,Microporella,agonistes
MHR.5587,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,37,Microporella,agonistes
MHR.5588,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,37,Microporella,agonistes
MHR.5589,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,37,Microporella,agonistes
MHR.5590,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,37,Microporella,agonistes
MHR.5591,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,37,Microporella,agonistes
MHR.5592,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,37,Microporella,agonistes
MHR.5593,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,37,Microporella,agonistes
MHR.5594,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,37,Microporella,agonistes
MHR.5595,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,37,Microporella,agonistes
MHR.5596,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,37,Microporella,agonistes
MHR.5597,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,43,Microporella,agonistes
MHR.5598,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,43,Microporella,agonistes
MHR.5599,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,43,Microporella,agonistes
MHR.5600,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,43,Microporella,agonistes
MHR.5601,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,43,Microporella,agonistes
MHR.5602,11/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,43,Microporella,agonistes
MHR.5603,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,46,Microporella,agonistes
MHR.5604,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,46,Microporella,agonistes
MHR.5605,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,46,Microporella,agonistes
MHR.5606,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,46,Microporella,agonistes
MHR.5607,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,46,Microporella,agonistes
MHR.5608,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,46,Microporella,agonistes
MHR.5609,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,46,Microporella,agonistes
MHR.5610,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,46,Microporella,agonistes
MHR.5611,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,46,Microporella,agonistes
MHR.5612,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,2,46,Microporella,agonistes
MHR.5613,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,9,1,Microporella,agonistes
MHR.5614,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,9,1,Microporella,agonistes
MHR.5615,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,9,1,Microporella,agonistes
MHR.5616,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,9,1,Microporella,agonistes
MHR.5617,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,11,6,Microporella,agonistes
MHR.5618,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,11,8,Microporella,agonistes
MHR.5619,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,11,8,Microporella,agonistes
MHR.5620,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,11,8,Microporella,agonistes
MHR.5621,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,16,5,Microporella,agonistes
MHR.5622,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,16,5,Microporella,agonistes
MHR.5623,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,16,5,Microporella,agonistes
MHR.5624,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,16,5,Microporella,agonistes
MHR.5625,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,16,5,Microporella,agonistes
MHR.5626,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,16,5,Microporella,agonistes
MHR.5627,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,16,5,Microporella,agonistes
MHR.5628,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,16,5,Microporella,agonistes
MHR.5629,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,16,5,Microporella,agonistes
MHR.5630,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,16,5,Microporella,agonistes
MHR.5631,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,7,Microporella,agonistes
MHR.5632,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,7,Microporella,agonistes
MHR.5633,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,7,Microporella,agonistes
MHR.5634,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,7,Microporella,agonistes
MHR.5635,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,20,Microporella,agonistes
MHR.5636,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,20,Microporella,agonistes
MHR.5637,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,20,Microporella,agonistes
MHR.5638,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,20,Microporella,agonistes
MHR.5639,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,20,Microporella,agonistes
MHR.5640,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,20,Microporella,agonistes
MHR.5641,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,20,Microporella,agonistes
MHR.5642,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,18,20,Microporella,agonistes
MHR.5654,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,23,1,Microporella,agonistes
MHR.5655,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,23,4,Microporella,agonistes
MHR.5656,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,23,4,Microporella,agonistes
MHR.5657,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,23,5,Microporella,agonistes
MHR.5658,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,23,5,Microporella,agonistes
MHR.5659,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,23,5,Microporella,agonistes
MHR.5660,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,23,6,Microporella,agonistes
MHR.5661,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,25,4,Microporella,agonistes
MHR.5662,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,25,4,Microporella,agonistes
MHR.5663,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,25,9,Microporella,agonistes
MHR.5664,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.25,25,12,Microporella,agonistes
MHR.5665,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,2,5,Microporella,agonistes
MHR.5666,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,2,5,Microporella,agonistes
MHR.5667,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,2,5,Microporella,agonistes
MHR.5668,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,2,5,Microporella,agonistes
MHR.5669,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,2,5,Microporella,agonistes
MHR.5670,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,2,5,Microporella,agonistes
MHR.5671,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,4,5,Microporella,agonistes
MHR.5672,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,4,5,Microporella,agonistes
MHR.5673,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,4,5,Microporella,agonistes
MHR.5674,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,4,5,Microporella,agonistes
MHR.5675,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,4,9,Microporella,agonistes
MHR.5676,13/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,4,9,Microporella,agonistes
MHR.5677,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,6,6,Microporella,agonistes
MHR.5678,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,6,6,Microporella,agonistes
MHR.5679,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,6,4,Microporella,agonistes
MHR.5680,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,6,4,Microporella,agonistes
MHR.5689,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,13,100,Microporella,agonistes
MHR.5690,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,13,100,Microporella,agonistes
MHR.5693,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,21,5,Microporella,agonistes
MHR.5694,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,21,5,Microporella,agonistes
MHR.5697,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,5,Microporella,agonistes
MHR.5698,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,5,Microporella,agonistes
MHR.5699,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,5,Microporella,agonistes
MHR.5700,14/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,5,Microporella,agonistes
MHR.5701,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,12,Microporella,agonistes
MHR.5702,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,12,Microporella,agonistes
MHR.5703,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,12,Microporella,agonistes
MHR.5704,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,12,Microporella,agonistes
MHR.5705,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,13,Microporella,agonistes
MHR.5706,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,13,Microporella,agonistes
MHR.5707,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,13,Microporella,agonistes
MHR.5708,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,14,Microporella,agonistes
MHR.5709,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,24,Microporella,agonistes
MHR.5710,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,24,Microporella,agonistes
MHR.5711,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,24,Microporella,agonistes
MHR.5712,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,24,Microporella,agonistes
MHR.5713,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,25,Microporella,agonistes
MHR.5714,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,25,Microporella,agonistes
MHR.5715,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,25,Microporella,agonistes
MHR.5716,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,25,Microporella,agonistes
MHR.5717,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,25,Microporella,agonistes
MHR.5718,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,25,Microporella,agonistes
MHR.5719,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,27,Microporella,agonistes
MHR.5720,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,27,Microporella,agonistes
MHR.5721,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,27,Microporella,agonistes
MHR.5722,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,27,Microporella,agonistes
MHR.5723,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,27,Microporella,agonistes
MHR.5724,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,27,Microporella,agonistes
MHR.5725,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,27,Microporella,agonistes
MHR.5726,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,27,Microporella,agonistes
MHR.5727,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,3,Microporella,agonistes
MHR.5728,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.6,26,3,Microporella,agonistes
MHR.5739,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.7,15,5,Microporella,agonistes
MHR.5740,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.7,15,5,Microporella,agonistes
MHR.5741,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.7,15,5,Microporella,agonistes
MHR.5742,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.7,15,5,Microporella,agonistes
MHR.5765,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,6,3,Microporella,agonistes
MHR.5766,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,6,3,Microporella,agonistes
MHR.5767,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,6,3,Microporella,agonistes
MHR.5768,18/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,6,3,Microporella,agonistes
MHR.5769,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,12,2,Microporella,agonistes
MHR.5770,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,12,2,Microporella,agonistes
MHR.5771,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,12,2,Microporella,agonistes
MHR.5772,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,12,2,Microporella,agonistes
MHR.5773,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,12,2,Microporella,agonistes
MHR.5774,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,12,2,Microporella,agonistes
MHR.5775,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,12,2,Microporella,agonistes
MHR.5776,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,12,2,Microporella,agonistes
MHR.5777,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,13,2,Microporella,agonistes
MHR.5778,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,13,2,Microporella,agonistes
MHR.5779,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,13,2,Microporella,agonistes
MHR.5780,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,13,2,Microporella,agonistes
MHR.5781,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,13,2,Microporella,agonistes
MHR.5782,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,13,2,Microporella,agonistes
MHR.5783,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,13,7,Microporella,agonistes
MHR.5784,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,13,9,Microporella,agonistes
MHR.5785,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,14,9,Microporella,agonistes
MHR.5786,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,14,9,Microporella,agonistes
MHR.5787,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,14,9,Microporella,agonistes
MHR.5788,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.1,14,9,Microporella,agonistes
MHR.5789,20/08/2020,Nukumaru Brown Sand,Pleistocene,9.26,1,4,Microporella,agonistes
