,image_id,category,width(bbox),height(bbox),area,perimeter,solidity,circularity,eccentricity,majorAxis,minorAxis,angle,center_x,center_y,hu1,hu2,hu3,hu4,hu5,hu6,hu7,confidence,unit
79,MHR.7934.jpg,avicularium,102.92781829833984,118.56396484375,8196.5,347.60511815547943,0.9850970494561625,0.8524442436849846,0.7546118193956279,115.19025421142578,86.9239273071289,27.699472427368164,113,349,0.16658749700653208,0.002169763323673194,3.144683918599483e-05,7.383797316301432e-07,-3.292766039196958e-12,-3.28890588156746e-08,1.3480298385042087e-12,0.94958377,pixels
80,MHR.7934.jpg,avicularium,85.38720703125,101.422607421875,6132.0,299.07820773124695,0.9856936183893265,0.8614745886753701,0.8379941711665527,97.5527572631836,81.74864196777344,41.18592834472656,752,2424,0.16608105738228138,0.0021570048985124967,4.882463557981039e-06,7.149438747738551e-08,-1.9104364440503103e-15,-6.877276176730605e-10,-4.219711788467248e-14,0.8878764,pixels
81,MHR.7934.jpg,avicularium,93.50753021240234,94.1627197265625,6485.0,306.9360729455948,0.9877389383900693,0.8650156798735932,0.989010989010989,91.0,90.0,90.0,59,1791,0.16355423197418184,0.0011414108965640598,7.152022641681026e-05,1.0003053702842882e-06,6.475384548742726e-12,2.0128130544664507e-08,-5.445655316706223e-12,0.8395857,pixels
82,MHR.7934.jpg,avicularium,101.88775634765625,82.46650695800781,5864.0,297.76449954509735,0.9869561558528991,0.8311090064881697,0.8061224489795918,98.0,79.0,90.0,784,168,0.1732191445247801,0.0043254789092306905,9.758019074787812e-05,2.2801144474920846e-06,-3.3824472031029195e-11,-1.4992497748612185e-07,-3.5544385965531836e-12,0.67726976,pixels
83,MHR.7934.jpg,avicularium,76.67779541015625,60.1724853515625,3139.5,218.40916073322296,0.9846322722283205,0.8270440686972157,0.6544876919142604,79.62613677978516,52.11432647705078,34.69515609741211,719,1959,0.1741568167358911,0.004795225928367753,5.445653569797983e-05,2.0374401898794728e-06,5.22935994363659e-12,2.578501253179937e-09,2.0814257304363335e-11,0.5184965,pixels
84,MHR.7934.jpg,ovicell,219.7205810546875,183.62164306640625,26342.5,689.2274844646454,0.910733115524901,0.6968538079854442,0.641074803001354,232.99827575683594,149.36932373046875,26.56505012512207,578,93,0.18726644636002937,0.007901323670129997,4.3888368172894296e-05,5.320962321719892e-07,-1.7722683611735205e-12,-3.768645848926079e-08,-1.863026855060448e-12,0.6112003,pixels
85,MHR.7934.jpg,ascopore,52.47705078125,41.95361328125,1391.0,144.71067655086517,0.9802677942212826,0.8347104414138219,0.7919074459768545,47.981571197509766,37.99696350097656,33.6900634765625,1645,2284,0.1667670823707184,0.0022054643615012307,5.471091304096737e-05,1.222529168496112e-06,8.427204680424292e-12,4.494431732557016e-08,-5.3803409477675314e-12,0.9139107,pixels
86,MHR.7934.jpg,ascopore,53.87432861328125,44.0648193359375,1600.0,151.88224947452545,0.9837073470642483,0.8715971576005829,0.8367346938775511,49.0,41.0,90.0,849,1628,0.16246106428373608,0.000940874937201243,1.0060200709180059e-05,1.1472972925924753e-07,3.586357516910971e-14,5.001316994443966e-10,1.1792578008949826e-13,0.8984318,pixels
87,MHR.7934.jpg,ascopore,52.55108642578125,42.60906982421875,1518.0,150.36753106117249,0.9765197812801544,0.8436717315626837,0.8,50.0,40.0,90.0,847,921,0.16554969641118733,0.001867263559783965,3.546120285849911e-05,9.796287323671284e-07,4.4656469782362306e-12,3.173762157825609e-08,3.660038136102767e-12,0.88370514,pixels
88,MHR.7934.jpg,ascopore,50.43603515625,51.509521484375,1899.0,165.88224971294403,0.9816490049108296,0.8672314026805859,0.9795918367346939,49.0,48.0,90.0,1421,1956,0.16297812990696253,0.0010552231180836283,3.1147932214380666e-05,2.570568515781273e-07,4.057720716301364e-13,3.1131154864170168e-09,-6.036749590231584e-13,0.84116197,pixels
89,MHR.7934.jpg,ascopore,82.6566162109375,55.64013671875,2816.0,204.85281145572662,0.9798190675017397,0.8432544798359336,0.803030303030303,66.0,53.0,90.0,629,583,0.16603703874483292,0.0021438147668325597,5.780422036569559e-07,1.1711110237980645e-08,-2.0796083132772995e-16,-3.906053921588747e-10,-9.408464832879519e-16,0.83474797,pixels
90,MHR.7934.jpg,ascopore,44.72076416015625,41.723876953125,1245.0,133.05382335186005,0.9799291617473436,0.8837399705646724,0.8886414798997231,42.238365173339844,37.53476333618164,48.8140754699707,196,2421,0.16071934814470507,0.0003794726340801544,2.6781997221490364e-06,2.2790410942709315e-08,5.587359977066025e-15,4.333874944270493e-10,6.959457510012463e-16,0.8240347,pixels
91,MHR.7934.jpg,ascopore,47.31732177734375,40.955078125,1427.5,143.1543276309967,0.9834653806407165,0.8753404902871468,0.8444444444444444,45.0,38.0,90.0,509,1691,0.16253647215501846,0.0008430107384297864,9.713441010533105e-06,1.2145450484594477e-07,1.3137033972027935e-13,3.0790809283398418e-09,-1.2017817028097393e-14,0.81183654,pixels
92,MHR.7934.jpg,ascopore,53.126953125,40.03619384765625,1453.5,147.63960897922516,0.9811002362470469,0.8379519723287175,0.7551020408163265,49.0,37.0,90.0,1658,850,0.16622222177054755,0.002111490088712826,2.5695168978513064e-05,5.393274067385679e-07,-1.3858681341933473e-12,-1.8707728541472932e-08,-1.4526987934263328e-12,0.8010852,pixels
93,MHR.7934.jpg,ascopore,50.29583740234375,46.91015625,1589.0,150.02438628673553,0.9860378529320509,0.8871765287225114,0.9384615550609127,45.96194076538086,43.133514404296875,45.0,377,1329,0.16063073003172557,0.0003026888580117937,3.262707312427359e-05,1.1673828240791712e-07,-8.019666550438015e-14,-1.3586255573807086e-09,2.1324762317859052e-13,0.74012154,pixels
94,MHR.7934.jpg,ascopore,55.589508056640625,53.706787109375,1966.5,172.95331716537476,0.9737558801683585,0.8261254905654591,0.98,50.0,49.0,90.0,503,2246,0.16260449385365516,0.0008467171628176594,3.2618211067547166e-05,3.0103501780918723e-07,5.3073364533172754e-14,-8.009509678712306e-10,9.418183037481758e-13,0.6958209,pixels
95,MHR.7934.jpg,ascopore,51.85772705078125,37.205078125,1422.0,149.7401146888733,0.9706484641638226,0.7969537849675228,0.7,50.0,35.0,90.0,54,314,0.17356997933723922,0.004430679665436439,2.663561160985003e-05,5.05208960012758e-07,-1.6698530368773068e-12,-2.3282458770023233e-08,-8.038581930405043e-13,0.6933115,pixels
