"time","num.col","num.zooid","avg.zooid","min.len","max.len","avg.len","sd.len","var.len","min.wid","max.wid","avg.wid","sd.wid","var.wid"
"Lower Castlecliff Shellbed",3,54,18,5.79518463806332,6.48856361504565,6.11823585797058,0.133317227543334,0.0177734831598412,5.56399474308422,6.13538075886484,5.91830319787868,0.135269804264829,0.0182979199458451
"Whanganui Core",4,109,28,5.87058265554753,6.3413100480922,6.13149572711351,0.105945612182779,0.0112244727407837,5.4478895485014,6.17185186999118,5.87071191109404,0.126236147029159,0.0159355648167674
"modern",65,2462,38,4.82204935401381,7.01469869960047,6.05458205143078,0.170821310121598,0.0291799199916591,3.92247971129658,6.66713313039397,5.81795818077893,0.18680233965575,0.0348951141008621
