"disc_angle_diff_Gmax_to_z","disc_corr.diff_Gmax_to_z","disc_angle.diff.time"
34.843162507242,0.820719041738763,"NKLS to NKBS"
27.8171970271109,0.884440951873553,"NKBS to LKI"
12.8762627892305,-0.974853601380349,"LKI to UKI"
36.0435947338677,0.808569531107402,"UKI to TSB"
15.2353051207074,-0.964854752771493,"TSB to modern"
