"spec_angle_diff_Gmax_to_z","spec_corr.diff_Gmax_to_z","spec_angle.diff.time"
3.83707342886726,0.997758376663736,"UKI to LCSB"
6.48016320889275,-0.993610989040892,"LCSB to TSB"
19.0144591629809,0.945436385112428,"TSB to SHC"
29.7909393843873,-0.867844032775167,"SHC to modern"
