image_id,box_id
MHR.8020.jpg,9
MHR.8020.jpg,24
MHR.8020.jpg,14
MHR.8020.jpg,34
MHR.8020.jpg,13
MHR.8020.jpg,11
MHR.8020.jpg,10
MHR.8020.jpg,52
MHR.8020.jpg,73
MHR.8020.jpg,20
MHR.8020.jpg,55
MHR.8020.jpg,17
MHR.8020.jpg,21
MHR.8020.jpg,57
MHR.8020.jpg,22
MHR.8020.jpg,12
MHR.8020.jpg,7
MHR.8020.jpg,48
MHR.8020.jpg,25
MHR.8020.jpg,33
MHR.8020.jpg,27
MHR.8020.jpg,5
MHR.8020.jpg,54
MHR.8020.jpg,61
MHR.8022.jpg,16
MHR.8022.jpg,61
MHR.8022.jpg,53
MHR.8022.jpg,39
MHR.8022.jpg,40
MHR.8022.jpg,25
MHR.8022.jpg,32
MHR.8022.jpg,35
MHR.8022.jpg,28
MHR.8022.jpg,17
MHR.8022.jpg,30
MHR.8022.jpg,37
MHR.8022.jpg,21
MHR.8022.jpg,4
MHR.8022.jpg,58
MHR.8022.jpg,34
MHR.8022.jpg,27
MHR.8022.jpg,38
MHR.8022.jpg,18
MHR.8022.jpg,41
MHR.8022.jpg,13
MHR.8022.jpg,59
MHR.8022.jpg,9
MHR.8022.jpg,55
MHR.8022.jpg,10
MHR.8022.jpg,14
MHR.8022.jpg,33
MHR.8022.jpg,15
MHR.8022.jpg,11
MHR.8022.jpg,31
MHR.8022.jpg,29
MHR.8022.jpg,37
MHR.8022.jpg,18
MHR.8029.jpg,34
MHR.8029.jpg,11
MHR.8029.jpg,35
MHR.8029.jpg,31
MHR.8029.jpg,60
MHR.8029.jpg,47
MHR.8029.jpg,9
MHR.8029.jpg,24
MHR.8029.jpg,13
MHR.8029.jpg,16
MHR.8029.jpg,12
MHR.8029.jpg,22
MHR.8029.jpg,53
MHR.8029.jpg,41
MHR.8029.jpg,51
MHR.8029.jpg,18
MHR.8029.jpg,17
MHR.8029.jpg,15
MHR.8029.jpg,61
MHR.8029.jpg,48
MHR.8029.jpg,29
MHR.8029.jpg,33
MHR.8029.jpg,46
MHR.8155.jpg,19
MHR.8155.jpg,16
MHR.8155.jpg,53
MHR.8155.jpg,45
MHR.8155.jpg,50
MHR.8155.jpg,52
MHR.8155.jpg,47
MHR.8155.jpg,59
MHR.8155.jpg,41
MHR.8155.jpg,48
MHR.8155.jpg,57
MHR.8155.jpg,42
MHR.8155.jpg,20
MHR.8155.jpg,40
MHR.8155.jpg,44
MHR.8155.jpg,46
MHR.8155.jpg,60
MHR.8155.jpg,45
MHR.8155.jpg,51
MHR.8156.jpg,14
MHR.8156.jpg,18
MHR.8156.jpg,20
MHR.8156.jpg,21
MHR.8156.jpg,22
MHR.8156.jpg,26
MHR.8156.jpg,27
MHR.8156.jpg,39
MHR.8156.jpg,41
MHR.8156.jpg,42
MHR.8156.jpg,43
MHR.8156.jpg,45
MHR.8156.jpg,46
MHR.8156.jpg,47
MHR.8156.jpg,55
MHR.8156.jpg,57
MHR.8156.jpg,63
MHR.8156.jpg,68
MHR.8156.jpg,71
MHR.8156.jpg,72
MHR.8156.jpg,78
MHR.8156.jpg,79
MHR.8156.jpg,80
MHR.8156.jpg,82
MHR.8156.jpg,10
MHR.8156.jpg,50
MHR.8156.jpg,15
MHR.8160.jpg,47
MHR.8160.jpg,10
MHR.8160.jpg,20
MHR.8160.jpg,46
MHR.8160.jpg,17
MHR.8160.jpg,8
MHR.8160.jpg,19
MHR.8160.jpg,46
MHR.8160.jpg,14
MHR.8160.jpg,48
MHR.8160.jpg,32
MHR.8160.jpg,12
MHR.8160.jpg,18
MHR.8160.jpg,13
MHR.8160.jpg,36
MHR.8160.jpg,5
MHR.8160.jpg,30
MHR.8160.jpg,33
MHR.8160.jpg,16
MHR.8160.jpg,43
MHR.8160.jpg,40
MHR.8160.jpg,44
MHR.8160.jpg,45
MHR.8332.jpg,40
MHR.8332.jpg,28
MHR.8332.jpg,19
MHR.8332.jpg,45
MHR.8332.jpg,47
MHR.8332.jpg,52
MHR.8332.jpg,53
MHR.8332.jpg,62
MHR.8332.jpg,35
MHR.8332.jpg,18
MHR.8332.jpg,49
MHR.8332.jpg,11
MHR.8332.jpg,53
MHR.8332.jpg,1
MHR.8332.jpg,20
MHR.8387.jpg,4
MHR.8387.jpg,5
MHR.8387.jpg,7
MHR.8387.jpg,8
MHR.8387.jpg,9
MHR.8387.jpg,11
MHR.8387.jpg,12
MHR.8387.jpg,13
MHR.8387.jpg,14
MHR.8387.jpg,15
MHR.8387.jpg,16
MHR.8387.jpg,17
MHR.8387.jpg,19
MHR.8387.jpg,25
MHR.8387.jpg,26
MHR.8387.jpg,29
MHR.8387.jpg,31
MHR.8387.jpg,33
MHR.8387.jpg,34
MHR.8387.jpg,35
MHR.8387.jpg,35
MHR.8387.jpg,36
MHR.8387.jpg,37
MHR.8387.jpg,38
MHR.8387.jpg,39
MHR.8387.jpg,40
MHR.8387.jpg,44
MHR.8387.jpg,48
MHR.8387.jpg,49
MHR.8387.jpg,50
MHR.8387.jpg,51
MHR.8387.jpg,52
MHR.8387.jpg,53
MHR.8387.jpg,59
MHR.8443.jpg,49
MHR.8443.jpg,18
MHR.8443.jpg,36
MHR.8443.jpg,14
MHR.8443.jpg,47
MHR.8443.jpg,17
MHR.8443.jpg,72
MHR.8443.jpg,88
MHR.8443.jpg,33
MHR.8443.jpg,22
MHR.8443.jpg,48
MHR.8443.jpg,21
MHR.8443.jpg,83
MHR.8443.jpg,20
MHR.8443.jpg,42
MHR.8443.jpg,5
MHR.8443.jpg,41
MHR.8443.jpg,38
MHR.8443.jpg,23
MHR.8443.jpg,51
MHR.8443.jpg,86
MHR.8443.jpg,15
MHR.8443.jpg,32
MHR.8443.jpg,82
MHR.8443.jpg,16
MHR.8443.jpg,39
MHR.8443.jpg,77
MHR.8443.jpg,37
MHR.8443.jpg,65
MHR.8443.jpg,61
MHR.8443.jpg,25
MHR.8443.jpg,36
MHR.8443.jpg,45
MHR.8443.jpg,18
MHR.8443.jpg,49
MHR.8443.jpg,69
MHR.8443.jpg,40
MHR.8443.jpg,43
MHR.8443.jpg,45
MHR.8443.jpg,66
MHR.8443.jpg,64
MHR.8443.jpg,67
MHR.8479.jpg,12
MHR.8479.jpg,19
MHR.8479.jpg,20
MHR.8479.jpg,21
MHR.8479.jpg,23
MHR.8479.jpg,24
MHR.8479.jpg,25
MHR.8479.jpg,41
MHR.8479.jpg,44
MHR.8479.jpg,46
MHR.8479.jpg,48
MHR.8479.jpg,50
MHR.8479.jpg,51
MHR.8479.jpg,52
MHR.8479.jpg,53
MHR.8479.jpg,54
MHR.8479.jpg,55
MHR.8479.jpg,60
MHR.8479.jpg,61
MHR.8479.jpg,64
MHR.8479.jpg,65
MHR.8479.jpg,67
MHR.8479.jpg,71
MHR.8479.jpg,73
MHR.8479.jpg,74
MHR.8479.jpg,76
MHR.8479.jpg,78
MHR.8479.jpg,79
MHR.8479.jpg,80
MHR.8479.jpg,81
MHR.8479.jpg,86
MHR.8479.jpg,89
MHR.8479.jpg,90
MHR.8482.jpg,39
MHR.8482.jpg,20
MHR.8482.jpg,59
MHR.8482.jpg,21
MHR.8482.jpg,52
MHR.8482.jpg,57
MHR.8482.jpg,18
MHR.8482.jpg,41
MHR.8482.jpg,32
MHR.8482.jpg,60
MHR.8482.jpg,4
MHR.8482.jpg,36
MHR.8482.jpg,40
MHR.8482.jpg,57
MHR.8482.jpg,17
MHR.8482.jpg,31
MHR.8482.jpg,61
MHR.8482.jpg,0
MHR.8482.jpg,34
MHR.8482.jpg,2
MHR.8482.jpg,8
MHR.8482.jpg,44
MHR.8482.jpg,75
MHR.8482.jpg,13
MHR.8482.jpg,10
MHR.8482.jpg,51
MHR.8483.jpg,5
MHR.8483.jpg,6
MHR.8483.jpg,13
MHR.8483.jpg,16
MHR.8483.jpg,17
MHR.8483.jpg,19
MHR.8483.jpg,20
MHR.8483.jpg,25
MHR.8483.jpg,31
MHR.8483.jpg,41
MHR.8483.jpg,45
MHR.8483.jpg,46
MHR.8483.jpg,47
MHR.8483.jpg,50
MHR.8483.jpg,56
MHR.8483.jpg,59
MHR.8483.jpg,61
MHR.8483.jpg,62
MHR.8483.jpg,63
MHR.8483.jpg,64
MHR.8483.jpg,65
MHR.8483.jpg,66
MHR.8483.jpg,67
