"Image_ID","Date","Formation","Age","Sample_ID","Shell_ID","Colony_ID","Genus","Species","X","binomial","ID"
"MHR.8611","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","10",1,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 12_10_1"
"MHR.8612","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","10",1,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 12_10_1"
"MHR.8613","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","10",1,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 12_10_1"
"MHR.8614","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","10",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_10_2"
"MHR.8615","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","10",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_10_2"
"MHR.8616","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","10",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_10_2"
"MHR.8617","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_11_1"
"MHR.8618","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_11_1"
"MHR.8619","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",2,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 12_11_2"
"MHR.8620","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",2,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 12_11_2"
"MHR.8621","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",2,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 12_11_2"
"MHR.8622","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",2,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 12_11_2"
"MHR.8623","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",2,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 12_11_2"
"MHR.8624","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",2,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 12_11_2"
"MHR.8625","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",3,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 12_11_3"
"MHR.8626","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",3,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 12_11_3"
"MHR.8627","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",3,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 12_11_3"
"MHR.8628","29/03/2021","South Taranaki","Recent","KAH 1705.Box 12","11",3,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 12_11_3"
"MHR.8629","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_1"
"MHR.8630","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_1"
"MHR.8631","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_2"
"MHR.8632","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_2"
"MHR.8633","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_2"
"MHR.8634","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_2"
"MHR.8635","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_2"
"MHR.8636","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_2"
"MHR.8637","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",3,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 12_12_3"
"MHR.8638","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",3,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 12_12_3"
"MHR.8639","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",3,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 12_12_3"
"MHR.8640","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",3,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 12_12_3"
"MHR.8641","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",4,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 12_12_4"
"MHR.8642","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",4,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 12_12_4"
"MHR.8643","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",5,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_5"
"MHR.8644","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",5,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_5"
"MHR.8645","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",6,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_6"
"MHR.8646","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",6,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_6"
"MHR.8647","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",7,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_7"
"MHR.8648","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",7,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_7"
"MHR.8649","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",7,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_7"
"MHR.8650","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",7,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_7"
"MHR.8651","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",7,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_7"
"MHR.8652","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",7,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_7"
"MHR.8653","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",8,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_8"
"MHR.8654","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",8,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_8"
"MHR.8655","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",8,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_8"
"MHR.8656","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",8,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_8"
"MHR.8657","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",8,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_8"
"MHR.8658","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",8,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_12_8"
"MHR.8659","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8660","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8661","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8662","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8663","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8664","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8665","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8666","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8667","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8668","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8669","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8670","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",9,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_9"
"MHR.8671","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",10,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_10"
"MHR.8672","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",10,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_10"
"MHR.8673","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",10,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_10"
"MHR.8674","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",10,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_10"
"MHR.8675","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",10,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_10"
"MHR.8676","31/03/2021","South Taranaki","Recent","KAH 1705.Box 12","12",10,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_12_10"
"MHR.8677","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_13_1"
"MHR.8678","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_13_1"
"MHR.8679","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_13_1"
"MHR.8680","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_13_1"
"MHR.8681","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_13_1"
"MHR.8682","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_13_1"
"MHR.8683","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_13_2"
"MHR.8684","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_13_2"
"MHR.8685","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",3,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_13_3"
"MHR.8686","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",3,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_13_3"
"MHR.8687","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",3,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_13_3"
"MHR.8688","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",3,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_13_3"
"MHR.8689","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",4,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_13_4"
"MHR.8690","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",4,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_13_4"
"MHR.8691","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",4,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_13_4"
"MHR.8692","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","13",4,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_13_4"
"MHR.8693","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","14",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_14_1"
"MHR.8694","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","14",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_14_1"
"MHR.8695","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","14",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_14_1"
"MHR.8696","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","14",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_14_1"
"MHR.8697","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","14",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_14_1"
"MHR.8698","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","14",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_14_1"
"MHR.8699","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","14",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_14_2"
"MHR.8700","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","14",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_14_2"
"MHR.8701","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","14",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_14_2"
"MHR.8702","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","14",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_14_2"
"MHR.8703","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","15",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_15_1"
"MHR.8704","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","15",2,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_15_2"
"MHR.8705","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","15",2,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_15_2"
"MHR.8706","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","15",2,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_15_2"
"MHR.8707","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","15",2,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_15_2"
"MHR.8708","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","15",2,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 12_15_2"
"MHR.8709","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","15",3,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_15_3"
"MHR.8710","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","15",3,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_15_3"
"MHR.8711","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","15",3,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_15_3"
"MHR.8712","06/04/2021","South Taranaki","Recent","KAH 1705.Box 12","15",3,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 12_15_3"
"MHR.8713","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","1",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_1_1"
"MHR.8714","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","1",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_1_1"
"MHR.8715","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","1",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_1_1"
"MHR.8716","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","1",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_1_1"
"MHR.8717","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","2",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_2_1"
"MHR.8718","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","2",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_2_1"
"MHR.8719","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","2",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_2_1"
"MHR.8720","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","2",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_2_1"
"MHR.8721","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","2",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_2_2"
"MHR.8722","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","2",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_2_2"
"MHR.8723","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","2",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_2_2"
"MHR.8724","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","2",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_2_2"
"MHR.8725","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_3_1"
"MHR.8726","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_3_1"
"MHR.8727","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_3_1"
"MHR.8728","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_3_1"
"MHR.8729","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_3_2"
"MHR.8730","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_3_2"
"MHR.8731","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_3_2"
"MHR.8732","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",3,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 13_3_3"
"MHR.8733","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",4,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_3_4"
"MHR.8734","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",4,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_3_4"
"MHR.8735","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",5,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 13_3_5"
"MHR.8736","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",5,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 13_3_5"
"MHR.8737","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",5,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 13_3_5"
"MHR.8738","06/04/2021","South Taranaki","Recent","KAH 1705.Box 13","3",6,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_3_6"
"MHR.8739","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","4",1,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 13_4_1"
"MHR.8740","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","4",1,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 13_4_1"
"MHR.8741","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","4",1,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 13_4_1"
"MHR.8742","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","4",1,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 13_4_1"
"MHR.8743","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","4",1,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 13_4_1"
"MHR.8744","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","4",1,"Microporella","discors",NA,"Microporella_discors","KAH 1705.Box 13_4_1"
"MHR.8745","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","4",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_4_2"
"MHR.8746","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","4",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_4_2"
"MHR.8747","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","4",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_4_2"
"MHR.8748","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","4",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_4_2"
"MHR.8749","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","4",3,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_4_3"
"MHR.8750","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","5",1,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 13_5_1"
"MHR.8751","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","5",1,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 13_5_1"
"MHR.8752","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","5",1,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 13_5_1"
"MHR.8753","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","5",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_5_2"
"MHR.8754","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","5",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_5_2"
"MHR.8755","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_1"
"MHR.8756","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_1"
"MHR.8757","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_1"
"MHR.8758","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_1"
"MHR.8759","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_2"
"MHR.8760","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_2"
"MHR.8761","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_2"
"MHR.8762","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_2"
"MHR.8763","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_2"
"MHR.8764","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",2,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_2"
"MHR.8765","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",3,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 13_6_3"
"MHR.8766","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",3,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 13_6_3"
"MHR.8767","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",3,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 13_6_3"
"MHR.8768","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",3,"Microporella","intermedia",NA,"Microporella_intermedia","KAH 1705.Box 13_6_3"
"MHR.8769","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",4,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_4"
"MHR.8770","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",4,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_4"
"MHR.8771","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",4,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_4"
"MHR.8772","08/04/2021","South Taranaki","Recent","KAH 1705.Box 13","6",5,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 13_6_5"
"MHR.8773","08/04/2021","South Taranaki","Recent","KAH 1705.Box 14","1",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 14_1_1"
"MHR.8774","08/04/2021","South Taranaki","Recent","KAH 1705.Box 14","1",1,"Microporella","agonistes",NA,"Microporella_agonistes","KAH 1705.Box 14_1_1"
"MHR.8775","08/04/2021","South Taranaki","Recent","KAH 1705.Box 14","2",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 14_2_1"
"MHR.8776","08/04/2021","South Taranaki","Recent","KAH 1705.Box 14","2",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 14_2_1"
"MHR.8777","08/04/2021","South Taranaki","Recent","KAH 1705.Box 14","2",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 14_2_1"
"MHR.8778","08/04/2021","South Taranaki","Recent","KAH 1705.Box 14","2",1,"Microporella","speculum",NA,"Microporella_speculum","KAH 1705.Box 14_2_1"
