Image_ID,Date,Formation,Age,Sample_ID,Shell_ID,Colony_ID,Genus,Species,
MHR.5122,6/4/2020,SHCS,Pleistocene,9.33,31,16,Microporella,aff. speculum,
MHR.5123,6/4/2020,SHCS,Pleistocene,9.33,31,16,Microporella,aff. speculum,
MHR.5124,6/4/2020,SHCS,Pleistocene,9.33,31,16,Microporella,aff. speculum,
MHR.5125,6/4/2020,SHCS,Pleistocene,9.33,31,16,Microporella,aff. speculum,
MHR.5126,6/4/2020,SHCS,Pleistocene,9.33,31,16,Microporella,aff. speculum,
MHR.5127,6/4/2020,SHCS,Pleistocene,9.33,31,170,Microporella,intermedia,
MHR.5128,6/4/2020,SHCS,Pleistocene,9.33,31,170,Microporella,intermedia,
MHR.5129,6/4/2020,SHCS,Pleistocene,9.33,31,170,Microporella,intermedia,
MHR.5130,6/4/2020,SHCS,Pleistocene,9.33,31,170,Microporella,intermedia,
MHR.5131,6/4/2020,SHCS,Pleistocene,9.33,31,170,Microporella,intermedia,
MHR.5132,6/4/2020,SHCS,Pleistocene,9.33,31,13,Microporella,speculum,
MHR.5133,6/4/2020,SHCS,Pleistocene,9.33,31,13,Microporella,speculum,
MHR.5134,6/4/2020,SHCS,Pleistocene,9.33,31,14,Microporella,speculum,
MHR.5135,6/4/2020,SHCS,Pleistocene,9.33,31,14,Microporella,speculum,
MHR.5136,6/4/2020,SHCS,Pleistocene,9.33,31,14,Microporella,speculum,
MHR.5137,6/9/2020,SHCS,Pleistocene,9.33,32,13,Microporella,speculum,
MHR.5138,6/9/2020,SHCS,Pleistocene,9.33,32,13,Microporella,speculum,
MHR.5139,6/9/2020,SHCS,Pleistocene,9.33,32,13,Microporella,speculum,
MHR.5140,6/9/2020,SHCS,Pleistocene,9.33,32,13,Microporella,speculum,
MHR.5141,6/9/2020,SHCS,Pleistocene,9.33,32,13,Microporella,speculum,
MHR.5142,6/9/2020,SHCS,Pleistocene,9.33,32,13,Microporella,speculum,
MHR.5143,6/9/2020,SHCS,Pleistocene,9.33,32,13,Microporella,speculum,
MHR.5144,6/9/2020,SHCS,Pleistocene,9.33,32,13,Microporella,speculum,
MHR.5145,6/9/2020,SHCS,Pleistocene,9.33,32,5,Microporella,aff. speculum,
MHR.5146,6/9/2020,SHCS,Pleistocene,9.33,32,6,Microporella,aff. speculum,
MHR.5147,6/9/2020,SHCS,Pleistocene,9.33,32,6,Microporella,aff. speculum,
MHR.5148,6/9/2020,SHCS,Pleistocene,9.33,32,11,Microporella,agonistes,
MHR.5149,6/9/2020,SHCS,Pleistocene,9.33,32,11,Microporella,agonistes,
MHR.5150,6/9/2020,SHCS,Pleistocene,9.33,32,11,Microporella,agonistes,
MHR.5151,6/9/2020,SHCS,Pleistocene,9.33,33,2,Microporella,speculum,
MHR.5152,6/9/2020,SHCS,Pleistocene,9.33,33,2,Microporella,speculum,
MHR.5153,6/9/2020,SHCS,Pleistocene,9.33,33,2,Microporella,speculum,
MHR.5154,6/9/2020,SHCS,Pleistocene,9.33,33,2,Microporella,speculum,
MHR.5155,6/9/2020,SHCS,Pleistocene,9.33,33,2,Microporella,speculum,
MHR.5156,6/9/2020,SHCS,Pleistocene,9.33,33,2,Microporella,speculum,
MHR.5157,6/9/2020,SHCS,Pleistocene,9.33,30,2,Microporella,speculum,
MHR.5158,6/9/2020,SHCS,Pleistocene,9.33,30,2,Microporella,speculum,
MHR.5159,6/9/2020,SHCS,Pleistocene,9.33,30,2,Microporella,speculum,
MHR.5160,6/9/2020,SHCS,Pleistocene,9.33,30,2,Microporella,speculum,
MHR.5161,6/9/2020,SHCS,Pleistocene,9.33,30,2,Microporella,speculum,
MHR.5162,6/9/2020,SHCS,Pleistocene,9.33,30,2,Microporella,speculum,
MHR.5163,6/9/2020,SHCS,Pleistocene,9.33,30,2,Microporella,speculum,
MHR.5164,6/9/2020,SHCS,Pleistocene,9.33,30,2,Microporella,speculum,
MHR.5165,6/9/2020,SHCS,Pleistocene,9.33,30,2,Microporella,speculum,
MHR.5166,6/9/2020,SHCS,Pleistocene,9.33,30,2,Microporella,speculum,
MHR.5167,6/9/2020,SHCS,Pleistocene,9.33,30,4,Microporella,speculum,
MHR.5168,6/9/2020,SHCS,Pleistocene,9.33,30,4,Microporella,speculum,
MHR.5169,6/9/2020,SHCS,Pleistocene,9.33,30,4,Microporella,speculum,
MHR.5170,6/9/2020,SHCS,Pleistocene,9.33,30,4,Microporella,speculum,
MHR.5171,6/9/2020,SHCS,Pleistocene,9.33,30,4,Microporella,speculum,
MHR.5172,6/9/2020,SHCS,Pleistocene,9.33,30,4,Microporella,speculum,
MHR.5173,6/9/2020,SHCS,Pleistocene,9.33,30,4,Microporella,speculum,
MHR.5174,6/9/2020,SHCS,Pleistocene,9.33,30,4,Microporella,speculum,
MHR.5175,6/9/2020,SHCS,Pleistocene,9.33,30,5,Microporella,speculum,
MHR.5176,6/9/2020,SHCS,Pleistocene,9.33,30,5,Microporella,speculum,
MHR.5177,6/9/2020,SHCS,Pleistocene,9.33,30,6,Microporella,agonistes,
MHR.5178,6/9/2020,SHCS,Pleistocene,9.33,30,6,Microporella,agonistes,
MHR.5179,6/9/2020,SHCS,Pleistocene,9.33,30,6,Microporella,agonistes,
MHR.5180,6/9/2020,SHCS,Pleistocene,9.33,30,6,Microporella,agonistes,
MHR.5181,6/9/2020,SHCS,Pleistocene,9.33,30,6,Microporella,agonistes,
MHR.5182,6/9/2020,SHCS,Pleistocene,9.33,30,6,Microporella,agonistes,
MHR.5183,6/9/2020,SHCS,Pleistocene,9.33,30,6,Microporella,agonistes,
MHR.5184,6/9/2020,SHCS,Pleistocene,9.33,30,6,Microporella,agonistes,
MHR.5185,6/11/2020,SHCS,Pleistocene,9.33,30,11,Microporella,speculum,
MHR.5186,6/11/2020,SHCS,Pleistocene,9.33,30,11,Microporella,speculum,
MHR.5187,6/11/2020,SHCS,Pleistocene,9.33,30,13,Microporella,aff. speculum,
MHR.5188,6/11/2020,SHCS,Pleistocene,9.33,30,19,Microporella,speculum,
MHR.5189,6/11/2020,SHCS,Pleistocene,9.33,30,19,Microporella,speculum,
MHR.5190,6/11/2020,SHCS,Pleistocene,9.33,30,19,Microporella,speculum,
MHR.5191,6/11/2020,SHCS,Pleistocene,9.31,2,1,Microporella,speculum,
MHR.5192,6/11/2020,SHCS,Pleistocene,9.31,2,1,Microporella,speculum,
MHR.5193,6/11/2020,SHCS,Pleistocene,9.31,2,3,Microporella,speculum,
MHR.5194,6/11/2020,SHCS,Pleistocene,9.31,2,3,Microporella,speculum,
MHR.5195,6/11/2020,SHCS,Pleistocene,9.31,8,4,Microporella,speculum,
MHR.5196,6/11/2020,SHCS,Pleistocene,9.31,8,4,Microporella,speculum,
MHR.5197,6/11/2020,SHCS,Pleistocene,9.31,8,4,Microporella,speculum,
MHR.5198,6/11/2020,SHCS,Pleistocene,9.31,8,4,Microporella,speculum,
MHR.5199,6/11/2020,SHCS,Pleistocene,9.31,8,4,Microporella,speculum,
MHR.5200,6/11/2020,SHCS,Pleistocene,9.31,8,4,Microporella,speculum,
MHR.5201,6/11/2020,SHCS,Pleistocene,9.31,8,4,Microporella,speculum,
MHR.5202,6/11/2020,SHCS,Pleistocene,9.31,8,4,Microporella,speculum,
MHR.5203,6/11/2020,SHCS,Pleistocene,9.31,11,9,Microporella,speculum,
MHR.5204,6/11/2020,SHCS,Pleistocene,9.31,11,9,Microporella,speculum,
MHR.5205,6/11/2020,SHCS,Pleistocene,9.31,11,9,Microporella,speculum,
MHR.5206,6/11/2020,SHCS,Pleistocene,9.31,11,9,Microporella,speculum,
MHR.5207,6/11/2020,SHCS,Pleistocene,9.31,14,3,Microporella,speculum,
MHR.5208,6/11/2020,SHCS,Pleistocene,9.31,14,3,Microporella,speculum,
MHR.5209,6/11/2020,SHCS,Pleistocene,9.31,14,3,Microporella,speculum,
MHR.5210,6/11/2020,SHCS,Pleistocene,9.31,14,3,Microporella,speculum,
MHR.5211,6/12/2020,SHCS,Pleistocene,9.31,13,2,Microporella,speculum,
MHR.5212,6/12/2020,SHCS,Pleistocene,9.31,13,2,Microporella,speculum,
MHR.5213,6/12/2020,SHCS,Pleistocene,9.31,13,3,Microporella,speculum,
MHR.5214,6/12/2020,SHCS,Pleistocene,9.31,13,3,Microporella,speculum,
MHR.5215,6/12/2020,SHCS,Pleistocene,9.31,13,3,Microporella,speculum,
MHR.5216,6/12/2020,SHCS,Pleistocene,9.31,13,3,Microporella,speculum,
MHR.5217,6/12/2020,SHCS,Pleistocene,9.31,13,4,Microporella,speculum,
MHR.5218,6/12/2020,SHCS,Pleistocene,9.31,13,4,Microporella,speculum,
MHR.5219,6/12/2020,SHCS,Pleistocene,9.31,13,4,Microporella,speculum,
MHR.5220,6/12/2020,SHCS,Pleistocene,9.31,13,4,Microporella,speculum,
MHR.5221,6/12/2020,SHCS,Pleistocene,9.31,13,4,Microporella,speculum,
MHR.5222,6/12/2020,SHCS,Pleistocene,9.31,13,4,Microporella,speculum,
MHR.5223,6/12/2020,SHCS,Pleistocene,9.31,13,4,Microporella,speculum,
MHR.5224,6/12/2020,SHCS,Pleistocene,9.31,13,4,Microporella,speculum,
MHR.5225,6/12/2020,SHCS,Pleistocene,9.32,1,4,Microporella,agonistes,
MHR.5226,6/12/2020,SHCS,Pleistocene,9.32,1,4,Microporella,agonistes,
MHR.5227,6/12/2020,SHCS,Pleistocene,9.32,1,4,Microporella,agonistes,
MHR.5228,6/12/2020,SHCS,Pleistocene,9.32,1,4,Microporella,agonistes,
MHR.5229,6/12/2020,SHCS,Pleistocene,9.32,2,11,Microporella,speculum,
MHR.5230,6/12/2020,SHCS,Pleistocene,9.32,2,11,Microporella,speculum,
MHR.5231,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5232,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5233,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5234,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5235,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5236,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5237,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5238,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5239,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5240,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5241,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5242,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5243,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5244,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5245,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5246,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5247,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5248,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5249,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5250,6/12/2020,SHCS,Pleistocene,9.32,10,9,Microporella,speculum,
MHR.5251,6/12/2020,SHCS,Pleistocene,9.32,10,12,Microporella,speculum,
MHR.5252,6/12/2020,SHCS,Pleistocene,9.32,10,12,Microporella,speculum,
MHR.5253,6/12/2020,SHCS,Pleistocene,9.32,10,12,Microporella,speculum,
MHR.5254,6/12/2020,SHCS,Pleistocene,9.32,10,12,Microporella,speculum,
MHR.5255,6/18/2020,SHCS,Pleistocene,9.32,10,13,Microporella,speculum,
MHR.5256,6/18/2020,SHCS,Pleistocene,9.32,10,13,Microporella,speculum,
MHR.5257,6/18/2020,SHCS,Pleistocene,9.32,10,1,Microporella,speculum,
MHR.5258,6/18/2020,SHCS,Pleistocene,9.32,10,1,Microporella,speculum,
MHR.5259,6/18/2020,SHCS,Pleistocene,9.32,10,1,Microporella,speculum,
MHR.5260,6/18/2020,SHCS,Pleistocene,9.32,10,1,Microporella,speculum,
MHR.5261,6/18/2020,SHCS,Pleistocene,9.32,10,4,Microporella,agonistes,
MHR.5262,6/18/2020,SHCS,Pleistocene,9.32,10,4,Microporella,agonistes,
MHR.5263,6/18/2020,SHCS,Pleistocene,9.32,10,6,Microporella,speculum,
MHR.5264,6/18/2020,SHCS,Pleistocene,9.32,10,6,Microporella,speculum,
MHR.5265,6/18/2020,SHCS,Pleistocene,9.32,7,5,Microporella,agonistes,
MHR.5266,6/18/2020,SHCS,Pleistocene,9.32,7,5,Microporella,agonistes,
MHR.5267,6/18/2020,SHCS,Pleistocene,9.32,7,6,Microporella,agonistes,
MHR.5268,6/18/2020,SHCS,Pleistocene,9.32,7,6,Microporella,agonistes,
MHR.5269,6/18/2020,SHCS,Pleistocene,9.32,7,9,Microporella,speculum,
MHR.5270,6/18/2020,SHCS,Pleistocene,9.32,7,9,Microporella,speculum,
MHR.5271,6/18/2020,SHCS,Pleistocene,9.32,7,9,Microporella,speculum,
MHR.5272,6/18/2020,SHCS,Pleistocene,9.32,7,9,Microporella,speculum,
MHR.5273,6/18/2020,SHCS,Pleistocene,9.32,7,9,Microporella,speculum,
MHR.5274,6/18/2020,SHCS,Pleistocene,9.32,7,9,Microporella,speculum,
MHR.5275,6/18/2020,SHCS,Pleistocene,9.32,7,9,Microporella,speculum,
MHR.5276,6/18/2020,SHCS,Pleistocene,9.32,7,9,Microporella,speculum,
MHR.5277,6/18/2020,SHCS,Pleistocene,9.32,7,2,Microporella,agonistes,
MHR.5278,6/18/2020,SHCS,Pleistocene,9.32,7,2,Microporella,agonistes,
MHR.5279,6/18/2020,SHCS,Pleistocene,9.32,7,2,Microporella,agonistes,
MHR.5280,6/18/2020,SHCS,Pleistocene,9.32,7,15,Microporella,agonistes,
MHR.5281,7/1/2020,SHCS,Pleistocene,9.32,9,1,Microporella,speculum,
MHR.5282,7/1/2020,SHCS,Pleistocene,9.32,9,1,Microporella,speculum,
MHR.5283,7/1/2020,SHCS,Pleistocene,9.32,9,1,Microporella,speculum,
MHR.5284,7/1/2020,SHCS,Pleistocene,9.32,9,1,Microporella,speculum,
MHR.5285,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5286,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5287,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5288,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5289,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5290,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5291,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5292,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5293,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5294,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5295,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5296,7/1/2020,SHCS,Pleistocene,9.32,9,4,Microporella,speculum,
MHR.5297,7/1/2020,SHCS,Pleistocene,9.32,9,5,Microporella,speculum,
MHR.5298,7/1/2020,SHCS,Pleistocene,9.32,9,5,Microporella,speculum,
MHR.5299,7/1/2020,SHCS,Pleistocene,9.32,9,5,Microporella,speculum,
MHR.5300,7/1/2020,SHCS,Pleistocene,9.32,9,5,Microporella,speculum,
MHR.5301,7/1/2020,SHCS,Pleistocene,9.32,9,14,Microporella,speculum,
MHR.5302,7/1/2020,SHCS,Pleistocene,9.32,9,14,Microporella,speculum,
MHR.5303,7/1/2020,SHCS,Pleistocene,9.32,9,15,Microporella,speculum,
MHR.5304,7/1/2020,SHCS,Pleistocene,9.32,9,15,Microporella,speculum,
MHR.5305,7/1/2020,SHCS,Pleistocene,9.32,9,15,Microporella,speculum,
MHR.5306,7/1/2020,SHCS,Pleistocene,9.32,9,15,Microporella,speculum,
MHR.5307,7/1/2020,SHCS,Pleistocene,9.32,6,12,Microporella,speculum,
MHR.5308,7/1/2020,SHCS,Pleistocene,9.32,6,12,Microporella,speculum,
MHR.5309,7/1/2020,SHCS,Pleistocene,9.32,6,12,Microporella,speculum,
MHR.5310,7/1/2020,SHCS,Pleistocene,9.32,6,12,Microporella,speculum,
MHR.5311,7/1/2020,SHCS,Pleistocene,9.32,6,16,Microporella,speculum,
MHR.5312,7/1/2020,SHCS,Pleistocene,9.32,6,16,Microporella,speculum,
MHR.5313,7/2/2020,SHCS,Pleistocene,9.32,6,19,Microporella,speculum,
MHR.5314,7/2/2020,SHCS,Pleistocene,9.32,6,19,Microporella,speculum,
MHR.5315,7/2/2020,SHCS,Pleistocene,9.32,6,20,Microporella,speculum,
MHR.5316,7/2/2020,SHCS,Pleistocene,9.32,6,20,Microporella,speculum,
MHR.5317,7/2/2020,SHCS,Pleistocene,9.32,6,22,Microporella,speculum,
MHR.5318,7/2/2020,SHCS,Pleistocene,9.32,6,22,Microporella,speculum,
MHR.5319,7/2/2020,SHCS,Pleistocene,9.32,6,24,Microporella,speculum,
MHR.5320,7/2/2020,SHCS,Pleistocene,9.32,6,24,Microporella,speculum,
MHR.5321,7/2/2020,SHCS,Pleistocene,9.32,6,24,Microporella,speculum,
MHR.5322,7/2/2020,SHCS,Pleistocene,9.32,6,24,Microporella,speculum,
MHR.5323,7/2/2020,SHCS,Pleistocene,9.32,6,24,Microporella,speculum,
MHR.5324,7/2/2020,SHCS,Pleistocene,9.32,6,24,Microporella,speculum,
MHR.5325,7/2/2020,SHCS,Pleistocene,9.32,6,24,Microporella,speculum,
MHR.5326,7/2/2020,SHCS,Pleistocene,9.32,6,24,Microporella,speculum,
MHR.5327,7/2/2020,SHCS,Pleistocene,9.32,6,28,Microporella,speculum,
MHR.5328,7/2/2020,SHCS,Pleistocene,9.32,6,28,Microporella,speculum,
MHR.5329,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5330,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5331,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5332,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5333,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5334,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5335,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5336,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5337,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5338,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5339,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5340,7/2/2020,SHCS,Pleistocene,9.32,5,1,Microporella,speculum,
MHR.5341,7/2/2020,SHCS,Pleistocene,9.32,5,7,Microporella,speculum,
MHR.5342,7/2/2020,SHCS,Pleistocene,9.32,5,7,Microporella,speculum,
MHR.5343,7/2/2020,SHCS,Pleistocene,9.32,5,7,Microporella,speculum,
MHR.5344,7/2/2020,SHCS,Pleistocene,9.32,5,7,Microporella,speculum,
MHR.5345,7/2/2020,SHCS,Pleistocene,9.32,5,9,Microporella,speculum,
MHR.5346,7/2/2020,SHCS,Pleistocene,9.32,5,9,Microporella,speculum,
MHR.5347,8/4/2020,SHCS,Pleistocene,9.32,4,18,Microporella,speculum,
MHR.5348,8/4/2020,SHCS,Pleistocene,9.32,4,18,Microporella,speculum,
MHR.5349,8/4/2020,SHCS,Pleistocene,9.32,4,18,Microporella,speculum,
MHR.5350,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5351,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5352,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5353,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5354,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5355,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5356,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5357,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5358,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5359,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5360,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5361,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5362,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5363,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5364,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5365,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5366,8/4/2020,SHCS,Pleistocene,9.32,16,1,Microporella,speculum,
MHR.5367,8/4/2020,SHCS,Pleistocene,9.32,16,5,Microporella,speculum,
MHR.5368,8/4/2020,SHCS,Pleistocene,9.32,16,5,Microporella,speculum,
MHR.5369,8/4/2020,SHCS,Pleistocene,9.32,16,5,Microporella,speculum,
MHR.5370,8/4/2020,SHCS,Pleistocene,9.32,16,5,Microporella,speculum,
MHR.5371,8/4/2020,SHCS,Pleistocene,9.32,16,7,Microporella,speculum,
MHR.5372,8/4/2020,SHCS,Pleistocene,9.32,16,7,Microporella,speculum,
MHR.5373,8/4/2020,SHCS,Pleistocene,9.32,16,7,Microporella,speculum,
MHR.5374,8/4/2020,SHCS,Pleistocene,9.32,16,7,Microporella,speculum,
MHR.5375,8/4/2020,SHCS,Pleistocene,9.32,16,7,Microporella,speculum,
MHR.5376,8/4/2020,SHCS,Pleistocene,9.32,16,7,Microporella,speculum,
MHR.5377,8/4/2020,SHCS,Pleistocene,9.32,18,18,Microporella,speculum,
MHR.5378,8/4/2020,SHCS,Pleistocene,9.32,18,18,Microporella,speculum,
MHR.5379,8/4/2020,LWRKI,Pleistocene,9.34,1,2,Microporella,agonistes,
MHR.5380,8/4/2020,LWRKI,Pleistocene,9.34,1,2,Microporella,agonistes,
MHR.5381,8/4/2020,LWRKI,Pleistocene,9.34,1,2,Microporella,agonistes,
MHR.5382,8/4/2020,LWRKI,Pleistocene,9.34,1,2,Microporella,agonistes,
MHR.5383,8/4/2020,LWRKI,Pleistocene,9.34,3,1,Microporella,agonistes,
MHR.5384,8/4/2020,LWRKI,Pleistocene,9.34,3,1,Microporella,agonistes,
MHR.5385,8/4/2020,LWRKI,Pleistocene,58,8,6,Microporella,agonistes,
MHR.5386,8/4/2020,LWRKI,Pleistocene,58,8,6,Microporella,agonistes,
MHR.5387,8/4/2020,LWRKI,Pleistocene,58,8,6,Microporella,agonistes,
MHR.5388,8/4/2020,LWRKI,Pleistocene,58,8,6,Microporella,agonistes,
MHR.5389,8/4/2020,LWRKI,Pleistocene,58,7,10,Microporella,agonistes,
MHR.5390,8/4/2020,LWRKI,Pleistocene,58,7,10,Microporella,agonistes,
MHR.5391,8/4/2020,LWRKI,Pleistocene,58,7,10,Microporella,agonistes,
MHR.5392,8/4/2020,LWRKI,Pleistocene,58,7,10,Microporella,agonistes,
MHR.5393,8/4/2020,LWRKI,Pleistocene,58,20,4,Microporella,agonistes,
MHR.5394,8/4/2020,LWRKI,Pleistocene,58,20,4,Microporella,agonistes,
MHR.5395,8/4/2020,LWRKI,Pleistocene,58,20,4,Microporella,agonistes,
MHR.5396,8/4/2020,LWRKI,Pleistocene,58,20,4,Microporella,agonistes,
MHR.5397,8/4/2020,LWRKI,Pleistocene,58,20,5,Microporella,discors,
MHR.5398,8/4/2020,LWRKI,Pleistocene,58,20,5,Microporella,discors,
MHR.5399,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5400,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5401,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5402,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5403,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5404,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5405,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5406,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5407,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5408,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5409,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5410,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5411,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5412,8/4/2020,LWRKI,Pleistocene,58,25,2,Microporella,agonistes,
MHR.5413,8/4/2020,LWRKI,Pleistocene,62,3,200,Microporella,discors,
MHR.5414,8/4/2020,LWRKI,Pleistocene,62,3,200,Microporella,discors,
MHR.5415,8/4/2020,LWRKI,Pleistocene,62,3,200,Microporella,discors,
MHR.5416,8/4/2020,LWRKI,Pleistocene,62,3,200,Microporella,discors,
MHR.5417,8/4/2020,LWRKI,Pleistocene,62,3,200,Microporella,discors,
MHR.5418,8/4/2020,LWRKI,Pleistocene,62,3,200,Microporella,discors,
MHR.5419,8/4/2020,LWRKI,Pleistocene,62,3,1,Microporella,agonistes,
MHR.5420,8/4/2020,LWRKI,Pleistocene,62,3,1,Microporella,agonistes,
MHR.5421,8/4/2020,LWRKI,Pleistocene,62,3,1,Microporella,agonistes,
MHR.5422,8/4/2020,LWRKI,Pleistocene,62,3,1,Microporella,agonistes,
MHR.5423,8/4/2020,LWRKI,Pleistocene,62,3,1,Microporella,agonistes,
MHR.5424,8/4/2020,LWRKI,Pleistocene,62,3,1,Microporella,agonistes,
MHR.5425,8/4/2020,LWRKI,Pleistocene,62,3,3,Microporella,agonistes,
MHR.5426,8/4/2020,LWRKI,Pleistocene,62,3,3,Microporella,agonistes,
MHR.5427,8/4/2020,LWRKI,Pleistocene,62,3,3,Microporella,agonistes,
MHR.5428,8/4/2020,LWRKI,Pleistocene,62,3,3,Microporella,agonistes,
MHR.5429,8/4/2020,LWRKI,Pleistocene,62,3,3,Microporella,agonistes,
MHR.5430,8/4/2020,LWRKI,Pleistocene,62,3,3,Microporella,agonistes,
MHR.5431,8/5/2020,UCSB,Pleistocene,19,9,6,Microporella,speculum,
MHR.5432,8/5/2020,UCSB,Pleistocene,19,9,6,Microporella,speculum,
MHR.5433,8/5/2020,UCSB,Pleistocene,14,2,2,Microporella,speculum,
MHR.5434,8/5/2020,UCSB,Pleistocene,14,2,2,Microporella,speculum,
MHR.5435,8/5/2020,UCSB,Pleistocene,14,2,2,Microporella,speculum,
MHR.5436,8/5/2020,UCSB,Pleistocene,14,2,2,Microporella,speculum,
MHR.5437,8/5/2020,UCSB,Pleistocene,14,2,2,Microporella,speculum,
