Image_ID,Date,Formation,Age,Sample_ID,Shell_ID,Colony_ID,Genus,Species,
edm7694,15.10.2019,Upper Kai-iwi,Pleistocene,9.38,15,2,Microporella,agonistes,
edm7697,15.10.2019,Upper Kai-iwi,Pleistocene,9.38,15,2,Microporella,agonistes,
edm7700,15.10.2019,Upper Kai-iwi,Pleistocene,9.38,10,2,Microporella,agonistes,
edm7703,15.10.2019,Upper Kai-iwi,Pleistocene,9.38,10,2,Microporella,agonistes,
edm7706,15.10.2019,Upper Kai-iwi,Pleistocene,9.38,4,6,Microporella,agonistes,
edm7709,15.10.2019,Upper Kai-iwi,Pleistocene,9.38,4,6,Microporella,agonistes,
edm7710,16.10.2019,Upper Kai-iwi,Pleistocene,9.38,12,6,Microporella,agonistes,
edm7711,16.10.2019,Upper Kai-iwi,Pleistocene,9.38,12,6,Microporella,agonistes,
edm7712,16.10.2019,Upper Kai-iwi,Pleistocene,9.38,12,6,Microporella,agonistes,
edm7713,16.10.2019,Upper Kai-iwi,Pleistocene,9.38,12,9,Microporella,agonistes,
edm7714,16.10.2019,Upper Kai-iwi,Pleistocene,9.38,12,15,Microporella,agonistes,
edm7715,16.10.2019,Upper Kai-iwi,Pleistocene,9.38,12,15,Microporella,agonistes,
edm7716,16.10.2019,Upper Kai-iwi,Pleistocene,9.38,12,25,Microporella,agonistes,
edm7740,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,31,Microporella,speculum,
edm7741,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,31,Microporella,speculum,
edm7742,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,2,Microporella,agonistes,
edm7743,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,2,Microporella,agonistes,
edm7744,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,57,Microporella,discors,
edm7745,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,57,Microporella,discors,
edm7747,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,12,Microporella,agonistes,
edm7748,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,12,Microporella,agonistes,
edm7749,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,28,Microporella,speculum,
edm7750,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,28,Microporella,speculum,
edm7751,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,77,Microporella,discors,
edm7752,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,77,Microporella,discors,
edm7753,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,29,Microporella,speculum,
edm7754,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,29,Microporella,speculum,
edm7755,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,16,Microporella,speculum,
edm7756,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,16,Microporella,speculum,
edm7757,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,16,Microporella,speculum,
edm7758,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,34,Microporella,speculum,
edm7759,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,35,Microporella,agonistes,
edm7760,17.10.2019,Upper Kai-iwi,Pleistocene,9.38,8,35,Microporella,agonistes,
edm7774,18.10.2019,off Pipi Rocks,Recent,BLEED636,BLEED636,1,Microporella,agonistes,
edm7775,18.10.2019,off Pipi Rocks,Recent,BLEED636,BLEED636,1,Microporella,agonistes,
edm7777,21.10.2019,Upper Kai-iwi,Pleistocene,9.38,5,11,Microporella,speculum,
edm7778,21.10.2019,Upper Kai-iwi,Pleistocene,9.38,5,11,Microporella,speculum,
edm7779,21.10.2019,Upper Kai-iwi,Pleistocene,9.38,5,11,Microporella,speculum,
edm7780,21.10.2019,Upper Kai-iwi,Pleistocene,9.38,5,11,Microporella,speculum,
edm7781,21.10.2019,Upper Kai-iwi,Pleistocene,9.38,5,11,Microporella,speculum,
edm7782,21.10.2019,Upper Kai-iwi,Pleistocene,9.38,5,20,Microporella,speculum,
edm7783,21.10.2019,Upper Kai-iwi,Pleistocene,9.38,5,20,Microporella,speculum,
edm7784,21.10.2019,Upper Kai-iwi,Pleistocene,9.38,5,7,Microporella,speculum,
edm7785,21.10.2019,Upper Kai-iwi,Pleistocene,9.38,5,7,Microporella,speculum,
edm7786,21.10.2019,Upper Kai-iwi,Pleistocene,9.38,5,7,Microporella,speculum,
edm7787,21.10.2019,Upper Kai-iwi,Pleistocene,9.38,5,7,Microporella,speculum,
edm7815,22.10.2019,Upper Kai-iwi,Pleistocene,9.39,6,5,Microporella,agonistes,
edm7817,22.10.2019,Upper Kai-iwi,Pleistocene,9.39,7,2,Microporella,speculum,
edm7818,22.10.2019,Upper Kai-iwi,Pleistocene,9.39,7,2,Microporella,speculum,
edm7819,22.10.2019,Upper Kai-iwi,Pleistocene,9.39,1,3,Microporella,agonistes,
edm7820,22.10.2019,Upper Kai-iwi,Pleistocene,9.39,1,3,Microporella,agonistes,
edm7821,22.10.2019,Upper Kai-iwi,Pleistocene,9.39,1,5,Microporella,agonistes,
edm7822,22.10.2019,Upper Kai-iwi,Pleistocene,9.39,1,5,Microporella,agonistes,
edm7823,22.10.2019,Upper Kai-iwi,Pleistocene,9.39,21,1,Microporella,agonistes,
edm7824,22.10.2019,Upper Kai-iwi,Pleistocene,9.39,21,1,Microporella,agonistes,
edm7844,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,5,6,Microporella,discors,
edm7845,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,5,6,Microporella,discors,
edm7846,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,5,6,Microporella,discors,
edm7847,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,8,8,Microporella,speculum,
edm7848,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,8,8,Microporella,speculum,
edm7849,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,8,8,Microporella,speculum,
edm7850,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,8,8,Microporella,speculum,
edm7851,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,8,8,Microporella,speculum,
edm7852,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,8,8,Microporella,speculum,
edm7853,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,8,8,Microporella,speculum,
edm7854,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,19,2,Microporella,agonistes,
edm7855,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,19,2,Microporella,agonistes,
edm7856,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,19,2,Microporella,agonistes,
edm7857,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,19,2,Microporella,agonistes,
edm7858,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,19,1,Microporella,agonistes,
edm7859,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,19,1,Microporella,agonistes,
edm7860,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,19,1,Microporella,agonistes,
edm7861,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,20,2,Microporella,agonistes,
edm7862,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,20,2,Microporella,agonistes,
edm7863,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,20,2,Microporella,agonistes,
edm7864,23.10.2019,Upper Kai-iwi,Pleistocene,9.40,20,2,Microporella,agonistes,
edm7879,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,23,2,Microporella,agonistes,
edm7880,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,23,2,Microporella,agonistes,
edm7881,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,18,1,Microporella,agonistes,
edm7882,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,18,1,Microporella,agonistes,
edm7883,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,18,2,Microporella,speculum,
edm7884,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,18,2,Microporella,speculum,
edm7885,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,18,2,Microporella,speculum,
edm7886,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,1,1,Microporella,agonistes,
edm7887,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,1,1,Microporella,agonistes,
edm7888,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,16,8,Microporella,agonistes,
edm7889,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,16,8,Microporella,agonistes,
edm7890,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,16,8,Microporella,agonistes,
edm7891,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,12,6,Microporella,agonistes,
edm7892,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,12,6,Microporella,agonistes,
edm7893,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,12,6,Microporella,agonistes,
edm7894,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,12,6,Microporella,agonistes,
edm7895,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,12,6,Microporella,agonistes,
edm7896,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,12,6,Microporella,agonistes,
edm7897,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,4,14,Microporella,discors,
edm7898,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,4,14,Microporella,discors,
edm7899,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,4,14,Microporella,discors,
edm7900,24.10.2019,Upper Kai-iwi,Pleistocene,9.41,4,14,Microporella,discors,
edm7918,24.10.2019,Puysegur,Recent,BLEED151,BLEED151,1,Microporella,n. sp.,
edm7919,24.10.2019,Puysegur,Recent,BLEED151,BLEED151,1,Microporella,n. sp.,
edm7920,24.10.2019,Puysegur,Recent,BLEED151,BLEED151,1,Microporella,n. sp.,
edm7921,24.10.2019,Puysegur,Recent,BLEED151,BLEED151,1,Microporella,n. sp.,
edm7922,24.10.2019,Puysegur,Recent,BLEED151,BLEED151,1,Microporella,n. sp.,
edm7924,24.10.2019,Puysegur,Recent,BLEED151,BLEED151,1,Microporella,n. sp.,
edm7926,24.10.2019,Puysegur,Recent,BLEED151,BLEED151,1,Microporella,n. sp.,
edm7927,24.10.2019,Puysegur,Recent,BLEED151,BLEED151,1,Microporella,n. sp.,
edm7928,24.10.2019,Puysegur,Recent,BLEED151,BLEED151,1,Microporella,n. sp.,
edm7929,24.10.2019,Puysegur,Recent,BLEED151,BLEED151,1,Microporella,n. sp.,
edm7931,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,1,2,Microporella,agonistes,
edm7932,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,1,2,Microporella,agonistes,
edm7933,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,1,2,Microporella,agonistes,
edm7934,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,2,8,Microporella,agonistes,
edm7935,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,2,8,Microporella,agonistes,
edm7936,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,2,8,Microporella,agonistes,
edm7937,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,2,8,Microporella,agonistes,
edm7938,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,2,8,Microporella,agonistes,
edm7939,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,2,8,Microporella,agonistes,
edm7940,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,7,15,Microporella,speculum,
edm7941,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,7,15,Microporella,speculum,
edm7942,25.10.2019,Upper Kai-iwi,Pleistocene,9.44,7,15,Microporella,speculum,
edm7943,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,5,7,Microporella,agonistes,
edm7944,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,5,7,Microporella,agonistes,
edm7945,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,5,7,Microporella,agonistes,
edm7946,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,5,7,Microporella,agonistes,
edm7947,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,5,7,Microporella,agonistes,
edm7948,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,5,7,Microporella,agonistes,
edm7949,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,8,1,Microporella,agonistes,
edm7950,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,8,1,Microporella,agonistes,
edm7951,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,8,1,Microporella,agonistes,
edm7952,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,8,1,Microporella,agonistes,
edm7953,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,17,1,Microporella,agonistes,
edm7954,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,17,1,Microporella,agonistes,
edm7955,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,17,1,Microporella,agonistes,
edm7956,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,27,1,Microporella,agonistes,
edm7957,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,27,1,Microporella,agonistes,
edm7958,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,16,5,Microporella,agonistes,
edm7959,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,16,5,Microporella,agonistes,
edm7960,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,16,5,Microporella,agonistes,
edm7961,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,16,5,Microporella,agonistes,
edm7962,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,24,4,Microporella,discors,
edm7963,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,24,4,Microporella,discors,
edm7964,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,24,4,Microporella,discors,
edm7965,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,24,4,Microporella,discors,
edm7966,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,24,4,Microporella,discors,
edm7967,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,24,4,Microporella,discors,
edm7968,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,24,4,Microporella,discors,
edm7969,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,24,4,Microporella,discors,
edm7970,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,24,4,Microporella,discors,
edm7971,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,24,400,Microporella,speculum,
edm7972,25.10.2019,Upper Kai-iwi,Pleistocene,9.42,24,400,Microporella,speculum,
edm7973,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,4,2,Microporella,agonistes,
edm7974,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,4,2,Microporella,agonistes,
edm7975,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,4,2,Microporella,agonistes,
edm7976,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,3,1,Microporella,agonistes,
edm7977,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,3,1,Microporella,agonistes,
edm7978,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,3,1,Microporella,agonistes,
edm7979,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,46,1,Microporella,agonistes,
edm7980,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,46,1,Microporella,agonistes,
edm7981,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,46,1,Microporella,agonistes,
edm7982,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,40,4,Microporella,agonistes,
edm7983,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,40,4,Microporella,agonistes,
edm7984,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,26,1,Microporella,agonistes,
edm7985,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,26,1,Microporella,agonistes,
edm7986,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,26,1,Microporella,agonistes,
edm7987,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,27,6,Microporella,agonistes,
edm7988,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,27,6,Microporella,agonistes,
edm7989,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,27,6,Microporella,agonistes,
edm7990,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,28,1,Microporella,agonistes,
edm7991,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,28,1,Microporella,agonistes,
edm7992,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,28,1,Microporella,agonistes,
edm7993,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,35,2,Microporella,agonistes,
edm7994,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,35,2,Microporella,agonistes,
edm7995,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,30,1,Microporella,agonistes,
edm7996,28.10.2019,Upper Kai-iwi,Pleistocene,9.43,30,1,Microporella,agonistes,
pdt23547,19.11.2019,Clifden Limestone,Burdigalian,Clifden Quarry Southland,1,1,Microporella,sp. 1,
pdt23548,19.11.2019,Clifden Limestone,Burdigalian,Clifden Quarry Southland,1,1,Microporella,sp. 1,
pdt23549,19.11.2019,Clifden Limestone,Burdigalian,Clifden Quarry Southland,1,1,Microporella,sp. 1,
pdt23550,19.11.2019,Clifden Limestone,Burdigalian,Clifden Quarry Southland,2,2,Microporella,sp. 1,
pdt23551,19.11.2019,Clifden Limestone,Burdigalian,Clifden Quarry Southland,2,2,Microporella,sp. 1,
pdt23552,19.11.2019,Clifden Limestone,Burdigalian,Clifden Quarry Southland,2,2,Microporella,sp. 1,
pdt23553,19.11.2019,Clifden Limestone,Burdigalian,Clifden Quarry Southland,3,3,Microporella,sp. 1,
pdt23555,19.11.2019,Clifden Limestone,Burdigalian,Clifden Quarry Southland,3,3,Microporella,sp. 1,
pdt23556,19.11.2019,Clifden Limestone,Burdigalian,Clifden Quarry Southland,3,3,Microporella,sp. 1,
pdt23557,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,1,1,Microporella,sp. 1,
pdt23559,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,1,1,Microporella,sp. 1,
pdt23560,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,1,1,Microporella,sp. 1,
pdt23561,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,2,2,Microporella,sp. 1,
pdt23562,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,2,2,Microporella,sp. 1,
pdt23563,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,2,2,Microporella,sp. 1,
pdt23566,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,3,1,Microporella,sp. 2,
pdt23567,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,3,1,Microporella,sp. 2,
pdt23568,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,4,2,Microporella,sp. 2,
pdt23569,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,4,2,Microporella,sp. 2,
pdt23570,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,5,3,Microporella,sp. 1,
pdt23571,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,5,3,Microporella,sp. 1,
pdt23572,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,5,3,Microporella,sp. 2,
pdt23573,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,6,4,Microporella,sp. 1,
pdt23574,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,6,4,Microporella,sp. 1,
pdt23575,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,6,4,Microporella,sp. 1,
pdt23576,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,7,5,Microporella,sp. 1,
pdt23577,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,7,5,Microporella,sp. 1,
pdt23578,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,7,5,Microporella,sp. 1,
pdt23579,19.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,8,4,Microporella,sp. 2,
pdt23593,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,9,6,Microporella,sp. 1,
pdt23594,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,9,6,Microporella,sp. 1,
pdt23595,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,9,6,Microporella,sp. 1,
pdt23596,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,10,5,Microporella,sp. 2,
pdt23597,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,10,5,Microporella,sp. 2,
pdt23598,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,10,5,Microporella,sp. 2,
pdt23599,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,11,1,Microporella,sp. 3,
pdt23601,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,11,1,Microporella,sp. 3,
pdt23602,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,11,1,Microporella,sp. 3,
pdt23603,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,11,1,Microporella,sp. 3,
pdt23604,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,12,6,Microporella,sp. 2,
pdt23605,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,12,6,Microporella,sp. 2,
pdt23606,26.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,13,7,Microporella,sp. 1,
pdt23607,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,13,7,Microporella,sp. 1,
pdt23608,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,13,7,Microporella,sp. 1,
pdt23609,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,13,7,Microporella,sp. 1,
pdt23610,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,14,8,Microporella,sp. 1,
pdt23611,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,14,8,Microporella,sp. 1,
pdt23612,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,14,8,Microporella,sp. 1,
pdt23613,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,14,9,Microporella,sp. 1,
pdt23614,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,15,10,Microporella,sp. 1,
pdt23615,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,16,2,Microporella,sp. 3,
pdt23616,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,16,2,Microporella,sp. 3,
pdt23618,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,17,11,Microporella,sp. 1,
pdt23619,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,17,11,Microporella,sp. 1,
pdt23620,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,18,7,Microporella,sp. 2,
pdt23621,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,18,7,Microporella,sp. 2,
pdt23622,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,18,7,Microporella,sp. 2,
pdt23623,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,18,7,Microporella,sp. 2,
pdt23624,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,19,8,Microporella,sp. 2,
pdt23625,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,19,8,Microporella,sp. 2,
pdt23626,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,19,8,Microporella,sp. 2,
pdt23627,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,20,9,Microporella,sp. 2,
pdt23628,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,20,9,Microporella,sp. 2,
pdt23629,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,20,9,Microporella,sp. 2,
pdt23630,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,21,10,Microporella,sp. 2,
pdt23632,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,21,10,Microporella,sp. 2,
pdt23633,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,21,10,Microporella,sp. 2,
pdt23634,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,22,12,Microporella,sp. 1,
pdt23635,28.11.2019,White Rock Limestone,Aquitanian,White Rock lime Quarry_PDT_DMK_1999,22,12,Microporella,sp. 1,
pdt23636,28.11.2019,Forest Hill Limestone,Burdigalian,Lady Barkly Quarry_Tilbrook_1995,1,1,Microporella,sp. 4,
pdt23637,28.11.2019,Forest Hill Limestone,Burdigalian,Lady Barkly Quarry_Tilbrook_1995,1,1,Microporella,sp. 4,
pdt23639,28.11.2019,Forest Hill Limestone,Burdigalian,Lady Barkly Quarry_Tilbrook_1995,1,1,Microporella,sp. 4,
pdt23640,28.11.2019,Forest Hill Limestone,Burdigalian,Lady Barkly Quarry_Tilbrook_1995,1,1,Microporella,sp. 4,
pdt23641,03.12.2019,Forest Hill Limestone,Burdigalian,Fernhill Quarry,1,1,Microporella,sp. 2,
pdt23642,03.12.2019,Forest Hill Limestone,Burdigalian,Fernhill Quarry,1,1,Microporella,sp. 2,
pdt23643,03.12.2019,Forest Hill Limestone,Burdigalian,Fernhill Quarry,1,1,Microporella,sp. 2,
pdt23644,03.12.2019,Forest Hill Limestone,Burdigalian,Centre Bush Quarry_PDT_1988,2,2,Microporella,sp. 2,
pdt23645,03.12.2019,Forest Hill Limestone,Burdigalian,Centre Bush Quarry_PDT_1988,2,2,Microporella,sp. 2,
pdt23646,03.12.2019,Forest Hill Limestone,Burdigalian,Centre Bush Quarry_PDT_1988,2,2,Microporella,sp. 2,
pdt23647,03.12.2019,Forest Hill Limestone,Burdigalian,Centre Bush Quarry_PDT_1988,2,3,Microporella,sp. 2,
pdt23648,03.12.2019,Forest Hill Limestone,Burdigalian,Centre Bush Quarry_PDT_1988,2,3,Microporella,sp. 2,
pdt23649,03.12.2019,Forest Hill Limestone,Burdigalian,Centre Bush Quarry_PDT_1988,2,3,Microporella,sp. 2,
pdt23650,03.12.2019,Forest Hill Limestone,Burdigalian,Fernhill Quarry_Tilbrook_1995,3,4,Microporella,sp. 2,
pdt23651,03.12.2019,Forest Hill Limestone,Burdigalian,Fernhill Quarry_Tilbrook_1995,3,4,Microporella,sp. 2,
